,CCS,CCS_M,low setting,medium setting,high setting,DQN,PID,PID_M,6 points(RH-rainbow),9 points (RH-rainbow),15 points (RH-rainbow)
FV,2.491198937165338,2.1625577205441657,1.8885262954394124,1.1989178161517244,1.0277779617852,1.8263447858663826,1.7468214887534952,1.7012627333579664,1.6703713881368827,1.2419125727231486,1.4200092382051588
EC,0.5566666666666664,0.48999999999999994,0.7524999999999998,1.3775000000000002,2.0025000000000004,0.6274999999999998,0.5816666666666666,0.5649999999999998,0.8316666666666667,0.8025000000000001,0.6233333333333334
UF,1.5707432678119597,1.4662231939633674,1.2938315591595306,0.7407142910056419,0.6926308615927069,2.462913155166581,1.2686112817421398,0.9810206063984283,0.8755276873686951,0.8704827420767487,0.8031660451895923
R,-12.361506328355132,-10.70484307578208,-10.171701662810689,-8.73513017268276,-9.63166749470007,-9.55855153639872,-9.078474477168506,-8.829015633444182,-9.401115691060417,-7.395273243920836,-7.718930460812104
