,CCS,CCS_M,low setting,medium setting,high setting,DQN,PID,PID_M,RH-rainbow
FV,1.922538399291252,1.4796390834027526,0.9946927729106606,0.813450629928545,0.7069887500179037,1.330286775832737,1.3262796374620098,1.2972948044080397,0.8953875167450982
EC,1.4899999999999995,1.4399999999999993,4.514999999999999,8.265,12.014999999999999,1.8649999999999995,1.6149999999999995,1.7399999999999995,2.49
UF,0.8978807045834616,0.48462791390843585,0.524934514358691,0.3740833767461883,0.18008554652147887,0.3918209704196074,0.4973265804826312,0.4698375177342979,0.33601860728085153
R,-8.980311685699522,-6.965042541979052,-6.149450811431306,-7.0005278346784525,-8.188116041747234,-6.481846046802872,-6.352702813023489,-6.277826619836178,-4.802577158686275
