,0
0,25.075405
1,5.3765693
2,17.296673
3,12.321098
4,3.9580612
5,5.0845585
6,4.0132446
7,5.218765
8,5.046009
9,10.561703
10,4.4987116
11,4.6563945
12,4.5165806
13,1.8294336
14,1.3936107
15,3.71948
16,4.968314
17,3.0233335
18,2.6622694
19,0.81787467
20,1.2111404
21,0.4056291
22,0.5717594
23,2.1496649
24,3.2802758
25,3.0671828
26,3.855635
27,0.80527353
28,2.4067729
29,1.8246667
30,2.5660362
31,8.308197
32,0.9030297
33,2.3348799
34,4.5579615
35,2.2816372
36,6.3407135
37,1.530809
38,3.3701735
39,3.48094
40,5.6089387
41,4.546359
42,11.955644
43,6.0586023
44,5.5568633
45,1.2945153
46,3.1135654
47,4.635839
48,4.6366343
49,4.5873623
50,3.277614
51,2.69001
52,4.109649
53,10.34203
54,4.321775
55,7.4059315
56,4.9063296
57,6.2629538
58,14.6762085
59,1.4704708
60,13.559616
61,10.986808
62,7.051529
63,2.4001098
64,2.025612
65,14.336048
66,5.1596394
67,11.729776
68,5.461449
69,1.7091242
70,12.815613
71,14.701832
72,6.6740723
73,5.848729
74,9.180153
75,8.477472
76,4.7029214
77,12.897667
78,26.806229
79,14.996836
80,7.4668293
81,7.7322764
82,8.221454
83,11.725576
84,10.7092495
85,8.698748
86,8.497038
87,3.396035
88,6.0086436
89,20.0872
90,15.344389
91,8.485491
92,8.99239
93,19.767921
94,7.6335335
95,11.607471
96,6.7614093
97,22.263632
98,20.92186
99,10.167383
100,4.7646675
101,8.097319
102,8.101817
103,11.30117
104,10.238319
105,7.428867
106,3.9046497
107,5.6453276
108,14.139016
109,11.499611
110,8.913457
111,10.134216
112,15.009178
113,6.2008786
114,7.423846
115,3.5255206
116,10.121331
117,4.038694
118,10.278704
119,8.385185
120,13.478325
121,14.741615
122,7.0802803
123,4.3736954
124,9.419403
125,10.106527
126,7.723596
127,8.68303
128,4.993234
129,6.7724323
130,7.6804743
131,5.4005866
132,17.844578
133,6.5779276
134,8.672721
135,4.128133
136,8.124938
137,12.951749
138,9.623989
139,9.156427
140,4.910719
141,4.3873644
142,3.3493326
143,5.0780735
144,10.036814
145,5.2024
146,17.220692
147,7.9205875
148,5.600189
149,11.218401
150,6.034384
151,8.435957
152,6.9137573
153,10.511151
154,2.4111247
155,3.7994494
156,6.9872
157,9.590935
158,9.287494
159,17.423798
160,12.152106
161,9.678192
162,7.991366
163,5.350437
164,5.0651684
165,5.4890556
166,7.5210104
167,13.809171
168,6.867134
169,25.224241
170,11.022606
171,10.650836
172,9.348608
173,7.8674097
174,5.180385
175,6.6712
176,4.146799
177,2.408924
178,3.5705252
179,9.214263
180,4.5307713
181,3.0318131
182,23.128822
183,23.444
184,10.035818
185,11.566659
186,12.905958
187,12.17017
188,10.090269
189,11.738957
190,6.97431
191,4.623934
192,10.434073
193,15.008215
194,23.571918
195,7.956793
196,17.43906
197,15.965422
198,6.373609
199,7.7350836
200,7.4580584
201,6.1214314
202,4.590375
203,6.1764812
204,4.6601515
205,3.220458
206,3.3089738
207,5.22104
208,7.7314177
209,3.2782555
210,5.874069
211,14.222744
212,6.900309
213,11.642323
214,12.362125
215,8.741764
216,12.662561
217,6.3470354
218,14.809249
219,5.99767
220,5.907733
221,4.4809217
222,8.666178
223,6.9390135
224,6.0345984
225,4.9821153
226,11.759624
227,7.72462
228,7.3424
229,5.765188
230,8.434376
231,4.8861504
232,3.9354594
233,5.127487
234,6.969077
235,3.6927679
236,5.505506
237,4.3263316
238,2.6633124
239,2.3111649
240,23.06052
241,5.435787
242,9.398739
243,3.9559155
244,8.563805
245,6.1687675
246,9.263306
247,8.1997795
248,7.022197
249,10.214142
250,5.096274
251,5.2258244
252,5.5659094
253,7.75113
254,11.269638
255,9.870523
256,6.036227
257,8.677395
258,7.65013
259,3.8080165
260,1.9353461
261,2.4583917
262,4.491973
263,4.726088
264,4.4024196
265,7.3358765
266,3.4856048
267,4.195325
268,2.61407
269,11.323036
270,10.392044
271,3.7006555
272,12.947227
273,5.9184074
274,7.5197835
275,6.485033
276,3.9633412
277,6.234587
278,6.552883
279,7.233592
280,6.305538
281,7.7134304
282,6.5841994
283,8.609266
284,4.702242
285,6.572544
286,7.7182727
287,6.4405646
288,2.6295006
289,5.2167993
290,7.761129
291,2.739708
292,2.7103243
293,4.291434
294,3.7891722
295,4.809224
296,2.6687841
297,6.8194995
298,1.7074838
299,3.3070407
300,8.269125
301,8.930992
302,6.698949
303,5.380965
304,7.7061853
305,6.796928
306,6.858133
