"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","点10RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点14RH Monitor: Sum of RH","点15RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点19RH Monitor: Sum of RH","点1RH Monitor: Sum of RH","点20RH Monitor: Sum of RH","点21RH Monitor: Sum of RH","点2RH Monitor: Sum of RH","点3RH Monitor: Sum of RH","点4RH Monitor: Sum of RH","点5RH Monitor: Sum of RH","点6RH Monitor: Sum of RH","点7RH Monitor: Sum of RH","点8RH Monitor: Sum of RH","点9RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549691,50.475424554968,50.4754245549682,0,0,0,0,49.9690826629984,49.9690826629983,49.9690826629982,49.969082666521,50.0226872560013,50.1922818352633,49.9690826665147,49.9690826629964,49.9690826629956,49.9690826629962,50.1922761168418,49.9690826629969,49.9690826629976,49.9690826664523,49.9690826629989,49.9690826629988,49.9690826629986,49.9690826629985,49.9690826629985,49.9690826629989,49.9690826629985
60,49.9434393439802,40.3064247693101,40.3064386769743,40.3064176230608,0,1,3,1,49.4577474702028,49.874963471526,49.9598737023038,49.8796266699268,40.3789411337009,40.3023923321106,41.969273711726,43.7495683562643,47.0551278366821,48.2874957251946,40.3233667686874,46.5982386415132,46.9447620351119,45.4693615173714,49.0918128229858,49.8245801961761,49.9571092847266,49.9674560532999,49.9690503284584,48.9400688655028,47.8909912164832
90,48.6447371626398,40.3071371210911,40.3064327148324,40.3071311493638,0,3,2,3,47.1598482330421,45.6605054271521,43.0655952344389,41.148132271058,42.9922335480281,40.3236500128043,41.4536700249218,42.1899525856152,43.9302252400747,46.0413790008262,40.3419833040401,45.8388123185133,47.3419266750083,40.616574380004,41.3825201270405,43.8876786868949,47.427585367276,48.8394173741683,49.8920318894357,45.6479816759393,43.6520462420041
120,45.6906182028697,40.3060828338299,40.3065099875814,40.3061168012923,0,1,3,1,43.936567831503,43.142629786915,42.4522028495268,42.1893555344798,43.9342951564643,40.3511772453637,41.3794884678136,41.4104422662431,41.8601543372507,46.1148811985979,40.3318191497093,46.414394857288,46.256735302693,40.8611014804918,41.0823387465649,41.342895498777,42.5467483712834,44.1014221034571,49.5323040041647,45.169243585268,44.9856486951206
150,42.8167694854025,40.3065479631844,40.3066411541325,40.3065810337612,0,3,3,2,42.0007501670575,41.6675916454041,41.2506460956335,41.127756834659,40.6917359559504,40.3321301558167,41.5104374334464,41.7022562584246,42.1017922760559,42.505447659611,40.3236655152493,44.9413777169795,45.8548697438758,40.502737244475,40.5274566701084,40.5841257427379,40.7151636413342,40.9813388110237,43.2346764870141,44.3027632405334,42.2616298467997
180,42.3355529800876,40.3065843285665,40.306386960259,40.3065745774429,0,1,1,0,42.6652672716576,42.6124054004225,42.7147871509731,42.8362022583965,41.8778341486533,40.3397332125575,41.4258521671706,42.1142856250869,42.460513070557,42.6419287290396,40.3314405404356,44.5837138675653,44.4249560046569,41.4247608564402,41.4364265616914,41.4604975239916,41.4352354960935,41.4070608448312,41.4954601205674,43.6982651051734,42.7391392179313
210,41.8498594446221,40.3065529543621,40.3064491635688,40.3064407536174,0,2,2,1,42.532958265632,42.316236482442,42.4183655572091,42.3146271161501,40.3148189377334,40.3100147381404,41.0889491023121,41.9640244782637,42.7278633728684,42.7683628204314,40.3160242240067,43.1469432739004,43.036514728297,40.8283966877551,40.959457587002,41.0087599321426,41.1139857916254,41.2436390379228,41.2517693755961,43.25362488007,42.6839093031616
240,41.9652405524668,40.3063547895058,40.3063998373063,40.306369270128,0,2,1,2,41.74173792045,41.6997157931966,41.9502170235261,41.6648846747285,40.3048437716263,40.3228204538031,41.1073507736489,41.5807859260553,41.6922992394217,41.7912283861565,40.3229293650347,41.5052173118501,42.3156017038654,40.8220087495746,40.9938238556338,41.0579406645956,41.1910324754105,41.2676121843494,41.2641402203602,42.668236624258,41.8612342204058
270,41.6312762085417,40.3065021428868,40.3064749139999,40.3062181248834,0,2,2,1,41.5748941069161,41.6431720464331,41.7074361809992,40.8745122938121,40.604359689001,40.3119454703883,40.5268158961953,40.5978066088331,41.3760174288411,41.6435025220734,40.3118410058254,41.4601228006477,41.5626577451747,40.5680409647433,40.6595508877061,40.7018694172041,40.8333034090117,40.9513952662469,40.9897181026038,41.7334753325519,41.55026154079
300,41.623256815512,40.3065683459174,40.3064817614478,40.3064927995072,0,2,2,1,41.2947109892009,41.1463871241099,40.7240424582873,40.7529002406457,40.381584046538,40.3153950011796,40.4765034318273,40.5512525682507,41.2400074354074,41.4608845115355,40.3169977370859,41.3387875510927,41.2899830788883,40.5468238683404,40.5820646336279,40.6014909348551,40.6558936517882,40.7427618188832,40.7659754109408,41.1294875616281,41.3580784826939
