t(C)	RH(%)	d(g/kga)	h(kJ/kga)
-30	62	0.14	-29.83
-30	63	0.15	-29.82
-30	64	0.15	-29.81
-30	65	0.15	-29.81
-30	66	0.15	-29.8
-30	67	0.16	-29.8
-30	68	0.16	-29.79
-30	69	0.16	-29.79
-30	70	0.16	-29.78
-30	71	0.17	-29.77
-30	72	0.17	-29.77
-30	73	0.17	-29.76
-30	74	0.17	-29.76
-30	75	0.18	-29.75
-30	76	0.18	-29.75
-30	77	0.18	-29.74
-30	78	0.18	-29.73
-30	79	0.18	-29.73
-30	80	0.19	-29.72
-30	81	0.19	-29.72
-30	82	0.19	-29.71
-30	83	0.19	-29.71
-30	84	0.2	-29.7
-30	85	0.2	-29.69
-30	86	0.2	-29.69
-30	87	0.2	-29.68
-30	88	0.21	-29.68
-30	89	0.21	-29.67
-30	90	0.21	-29.67
-30	91	0.21	-29.66
-30	92	0.21	-29.65
-30	93	0.22	-29.65
-30	94	0.22	-29.64
-30	95	0.22	-29.64
-30	96	0.22	-29.63
-30	97	0.23	-29.63
-30	98	0.23	-29.62
-30	99	0.23	-29.61
-30	100	0.23	-29.61
-29	0	0	-29.17
-29	1	0	-29.17
-29	2	0.01	-29.16
-29	3	0.01	-29.15
-29	4	0.01	-29.15
-29	5	0.01	-29.14
-29	6	0.02	-29.14
-29	7	0.02	-29.13
-29	8	0.02	-29.12
-29	9	0.02	-29.12
-29	10	0.03	-29.11
-29	11	0.03	-29.1
-29	12	0.03	-29.1
-29	13	0.03	-29.09
-29	14	0.04	-29.09
-29	15	0.04	-29.08
-29	16	0.04	-29.07
-29	17	0.04	-29.07
-29	18	0.05	-29.06
-29	19	0.05	-29.05
-29	20	0.05	-29.05
-29	21	0.05	-29.04
-29	22	0.06	-29.03
-29	23	0.06	-29.03
-29	24	0.06	-29.02
-29	25	0.06	-29.02
-29	26	0.07	-29.01
-29	27	0.07	-29
-29	28	0.07	-29
-29	29	0.08	-28.99
-29	30	0.08	-28.98
-29	31	0.08	-28.98
-29	32	0.08	-28.97
-29	33	0.09	-28.96
-29	34	0.09	-28.96
-29	35	0.09	-28.95
-29	36	0.09	-28.95
-29	37	0.1	-28.94
-29	38	0.1	-28.93
-29	39	0.1	-28.93
-29	40	0.1	-28.92
-29	41	0.11	-28.91
-29	42	0.11	-28.91
-29	43	0.11	-28.9
-29	44	0.11	-28.9
-29	45	0.12	-28.89
-29	46	0.12	-28.88
-29	47	0.12	-28.88
-29	48	0.12	-28.87
-29	49	0.13	-28.86
-29	50	0.13	-28.86
-29	51	0.13	-28.85
-29	52	0.13	-28.84
-29	53	0.14	-28.84
-29	54	0.14	-28.83
-29	55	0.14	-28.83
-29	56	0.14	-28.82
-29	57	0.15	-28.81
-29	58	0.15	-28.81
-29	59	0.15	-28.8
-29	60	0.16	-28.79
-29	61	0.16	-28.79
-29	62	0.16	-28.78
-29	63	0.16	-28.77
-29	64	0.17	-28.77
-29	65	0.17	-28.76
-29	66	0.17	-28.76
-29	67	0.17	-28.75
-29	68	0.18	-28.74
-29	69	0.18	-28.74
-29	70	0.18	-28.73
-29	71	0.18	-28.72
-29	72	0.19	-28.72
-29	73	0.19	-28.71
-29	74	0.19	-28.71
-29	75	0.19	-28.7
-29	76	0.2	-28.69
-29	77	0.2	-28.69
-29	78	0.2	-28.68
-29	79	0.2	-28.67
-29	80	0.21	-28.67
-29	81	0.21	-28.66
-29	82	0.21	-28.65
-29	83	0.21	-28.65
-29	84	0.22	-28.64
-29	85	0.22	-28.64
-29	86	0.22	-28.63
-29	87	0.23	-28.62
-29	88	0.23	-28.62
-29	89	0.23	-28.61
-29	90	0.23	-28.6
-29	91	0.24	-28.6
-29	92	0.24	-28.59
-29	93	0.24	-28.58
-29	94	0.24	-28.58
-29	95	0.25	-28.57
-29	96	0.25	-28.57
-29	97	0.25	-28.56
-29	98	0.25	-28.55
-29	99	0.26	-28.55
-29	100	0.26	-28.54
-28	0	0	-28.17
-28	1	0	-28.16
-28	2	0.01	-28.15
-28	3	0.01	-28.15
-28	4	0.01	-28.14
-28	5	0.01	-28.13
-28	6	0.02	-28.13
-28	7	0.02	-28.12
-28	8	0.02	-28.11
-28	9	0.03	-28.1
-28	10	0.03	-28.1
-28	11	0.03	-28.09
-28	12	0.03	-28.08
-28	13	0.04	-28.08
-28	14	0.04	-28.07
-28	15	0.04	-28.06
-28	16	0.05	-28.06
-28	17	0.05	-28.05
-28	18	0.05	-28.04
-28	19	0.05	-28.03
-28	20	0.06	-28.03
-28	21	0.06	-28.02
-28	22	0.06	-28.01
-28	23	0.07	-28.01
-28	24	0.07	-28
-28	25	0.07	-27.99
-28	26	0.07	-27.99
-28	27	0.08	-27.98
-28	28	0.08	-27.97
-28	29	0.08	-27.96
-28	30	0.09	-27.96
-28	31	0.09	-27.95
-28	32	0.09	-27.94
-28	33	0.09	-27.94
-28	34	0.1	-27.93
-28	35	0.1	-27.92
-28	36	0.1	-27.92
-28	37	0.11	-27.91
-28	38	0.11	-27.9
-28	39	0.11	-27.89
-28	40	0.11	-27.89
-28	41	0.12	-27.88
-28	42	0.12	-27.87
-28	43	0.12	-27.87
-28	44	0.13	-27.86
-28	45	0.13	-27.85
-28	46	0.13	-27.84
-28	47	0.13	-27.84
-28	48	0.14	-27.83
-28	49	0.14	-27.82
-28	50	0.14	-27.82
-28	51	0.15	-27.81
-28	52	0.15	-27.8
-28	53	0.15	-27.8
-28	54	0.15	-27.79
-28	55	0.16	-27.78
-28	56	0.16	-27.77
-28	57	0.16	-27.77
-28	58	0.17	-27.76
-28	59	0.17	-27.75
-28	60	0.17	-27.75
-28	61	0.18	-27.74
-28	62	0.18	-27.73
-28	63	0.18	-27.73
-28	64	0.18	-27.72
-28	65	0.19	-27.71
-28	66	0.19	-27.7
-28	67	0.19	-27.7
-28	68	0.2	-27.69
-28	69	0.2	-27.68
-28	70	0.2	-27.68
-28	71	0.2	-27.67
-28	72	0.21	-27.66
-28	73	0.21	-27.66
-28	74	0.21	-27.65
-28	75	0.22	-27.64
-28	76	0.22	-27.63
-28	77	0.22	-27.63
-28	78	0.22	-27.62
-28	79	0.23	-27.61
-28	80	0.23	-27.61
-28	81	0.23	-27.6
-28	82	0.24	-27.59
-28	83	0.24	-27.58
-28	84	0.24	-27.58
-28	85	0.24	-27.57
-28	86	0.25	-27.56
-28	87	0.25	-27.56
-28	88	0.25	-27.55
-28	89	0.26	-27.54
-28	90	0.26	-27.54
-28	91	0.26	-27.53
-28	92	0.26	-27.52
-28	93	0.27	-27.51
-28	94	0.27	-27.51
-28	95	0.27	-27.5
-28	96	0.28	-27.49
-28	97	0.28	-27.49
-28	98	0.28	-27.48
-28	99	0.28	-27.47
-28	100	0.29	-27.47
-27	0	0	-27.16
-27	1	0	-27.15
-27	2	0.01	-27.15
-27	3	0.01	-27.14
-27	4	0.01	-27.13
-27	5	0.02	-27.12
-27	6	0.02	-27.12
-27	7	0.02	-27.11
-27	8	0.03	-27.1
-27	9	0.03	-27.09
-27	10	0.03	-27.08
-27	11	0.03	-27.08
-27	12	0.04	-27.07
-27	13	0.04	-27.06
-27	14	0.04	-27.05
-27	15	0.05	-27.05
-27	16	0.05	-27.04
-27	17	0.05	-27.03
-27	18	0.06	-27.02
-27	19	0.06	-27.01
-27	20	0.06	-27.01
-27	21	0.07	-27
-27	22	0.07	-26.99
-27	23	0.07	-26.98
-27	24	0.08	-26.98
-27	25	0.08	-26.97
-27	26	0.08	-26.96
-27	27	0.09	-26.95
-27	28	0.09	-26.94
-27	29	0.09	-26.94
-27	30	0.1	-26.93
-27	31	0.1	-26.92
-27	32	0.1	-26.91
-27	33	0.1	-26.91
-27	34	0.11	-26.9
-27	35	0.11	-26.89
-27	36	0.11	-26.88
-27	37	0.12	-26.87
-27	38	0.12	-26.87
-27	39	0.12	-26.86
-27	40	0.13	-26.85
-27	41	0.13	-26.84
-27	42	0.13	-26.84
-27	43	0.14	-26.83
-27	44	0.14	-26.82
-27	45	0.14	-26.81
-27	46	0.15	-26.8
-27	47	0.15	-26.8
-27	48	0.15	-26.79
-27	49	0.16	-26.78
-27	50	0.16	-26.77
-27	51	0.16	-26.76
-27	52	0.17	-26.76
-27	53	0.17	-26.75
-27	54	0.17	-26.74
-27	55	0.17	-26.73
-27	56	0.18	-26.73
-27	57	0.18	-26.72
-27	58	0.18	-26.71
-27	59	0.19	-26.7
-27	60	0.19	-26.69
-27	61	0.19	-26.69
-27	62	0.2	-26.68
-27	63	0.2	-26.67
-27	64	0.2	-26.66
-27	65	0.21	-26.66
-27	66	0.21	-26.65
-27	67	0.21	-26.64
-27	68	0.22	-26.63
-27	69	0.22	-26.62
-27	70	0.22	-26.62
-27	71	0.23	-26.61
-27	72	0.23	-26.6
-27	73	0.23	-26.59
-27	74	0.24	-26.59
-27	75	0.24	-26.58
-27	76	0.24	-26.57
-27	77	0.24	-26.56
-27	78	0.25	-26.55
-27	79	0.25	-26.55
-27	80	0.25	-26.54
-27	81	0.26	-26.53
-27	82	0.26	-26.52
-27	83	0.26	-26.52
-27	84	0.27	-26.51
-27	85	0.27	-26.5
-27	86	0.27	-26.49
-27	87	0.28	-26.48
-27	88	0.28	-26.48
-27	89	0.28	-26.47
-27	90	0.29	-26.46
-27	91	0.29	-26.45
-27	92	0.29	-26.45
-27	93	0.3	-26.44
-27	94	0.3	-26.43
-27	95	0.3	-26.42
-27	96	0.31	-26.41
-27	97	0.31	-26.41
-27	98	0.31	-26.4
-27	99	0.31	-26.39
-27	100	0.32	-26.38
-26	0	0	-26.16
-26	1	0	-26.15
-26	2	0.01	-26.14
-26	3	0.01	-26.13
-26	4	0.01	-26.12
-26	5	0.02	-26.11
-26	6	0.02	-26.1
-26	7	0.02	-26.1
-26	8	0.03	-26.09
-26	9	0.03	-26.08
-26	10	0.04	-26.07
-26	11	0.04	-26.06
-26	12	0.04	-26.05
-26	13	0.05	-26.04
-26	14	0.05	-26.04
-26	15	0.05	-26.03
-26	16	0.06	-26.02
-26	17	0.06	-26.01
-26	18	0.06	-26
-26	19	0.07	-25.99
-26	20	0.07	-25.98
-26	21	0.07	-25.97
-26	22	0.08	-25.97
-26	23	0.08	-25.96
-26	24	0.08	-25.95
-26	25	0.09	-25.94
-26	26	0.09	-25.93
-26	27	0.09	-25.92
-26	28	0.1	-25.91
-26	29	0.1	-25.91
-26	30	0.11	-25.9
-26	31	0.11	-25.89
-26	32	0.11	-25.88
-26	33	0.12	-25.87
-26	34	0.12	-25.86
-26	35	0.12	-25.85
-26	36	0.13	-25.85
-26	37	0.13	-25.84
-26	38	0.13	-25.83
-26	39	0.14	-25.82
-26	40	0.14	-25.81
-26	41	0.14	-25.8
-26	42	0.15	-25.79
-26	43	0.15	-25.79
-26	44	0.15	-25.78
-26	45	0.16	-25.77
-26	46	0.16	-25.76
-26	47	0.17	-25.75
-26	48	0.17	-25.74
-26	49	0.17	-25.73
-26	50	0.18	-25.72
-26	51	0.18	-25.72
-26	52	0.18	-25.71
-26	53	0.19	-25.7
-26	54	0.19	-25.69
-26	55	0.19	-25.68
-26	56	0.2	-25.67
-26	57	0.2	-25.66
-26	58	0.2	-25.66
-26	59	0.21	-25.65
-26	60	0.21	-25.64
-26	61	0.21	-25.63
-26	62	0.22	-25.62
-26	63	0.22	-25.61
-26	64	0.22	-25.6
-26	65	0.23	-25.6
-26	66	0.23	-25.59
-26	67	0.24	-25.58
-26	68	0.24	-25.57
-26	69	0.24	-25.56
-26	70	0.25	-25.55
-26	71	0.25	-25.54
-26	72	0.25	-25.54
-26	73	0.26	-25.53
-26	74	0.26	-25.52
-26	75	0.26	-25.51
-26	76	0.27	-25.5
-26	77	0.27	-25.49
-26	78	0.27	-25.48
-26	79	0.28	-25.47
-26	80	0.28	-25.47
-26	81	0.28	-25.46
-26	82	0.29	-25.45
-26	83	0.29	-25.44
-26	84	0.3	-25.43
-26	85	0.3	-25.42
-26	86	0.3	-25.41
-26	87	0.31	-25.41
-26	88	0.31	-25.4
-26	89	0.31	-25.39
-26	90	0.32	-25.38
-26	91	0.32	-25.37
-26	92	0.32	-25.36
-26	93	0.33	-25.35
-26	94	0.33	-25.35
-26	95	0.33	-25.34
-26	96	0.34	-25.33
-26	97	0.34	-25.32
-26	98	0.34	-25.31
-26	99	0.35	-25.3
-26	100	0.35	-25.29
-25	0	0	-25.15
-25	1	0	-25.14
-25	2	0.01	-25.13
-25	3	0.01	-25.12
-25	4	0.02	-25.11
-25	5	0.02	-25.1
-25	6	0.02	-25.09
-25	7	0.03	-25.08
-25	8	0.03	-25.07
-25	9	0.03	-25.06
-25	10	0.04	-25.05
-25	11	0.04	-25.05
-25	12	0.05	-25.04
-25	13	0.05	-25.03
-25	14	0.05	-25.02
-25	15	0.06	-25.01
-25	16	0.06	-25
-25	17	0.07	-24.99
-25	18	0.07	-24.98
-25	19	0.07	-24.97
-25	20	0.08	-24.96
-25	21	0.08	-24.95
-25	22	0.09	-24.94
-25	23	0.09	-24.93
-25	24	0.09	-24.92
-25	25	0.1	-24.91
-25	26	0.1	-24.9
-25	27	0.1	-24.89
-25	28	0.11	-24.88
-25	29	0.11	-24.87
-25	30	0.12	-24.86
-25	31	0.12	-24.85
-25	32	0.12	-24.84
-25	33	0.13	-24.84
-25	34	0.13	-24.83
-25	35	0.14	-24.82
-25	36	0.14	-24.81
-25	37	0.14	-24.8
-25	38	0.15	-24.79
-25	39	0.15	-24.78
-25	40	0.16	-24.77
-25	41	0.16	-24.76
-25	42	0.16	-24.75
-25	43	0.17	-24.74
-25	44	0.17	-24.73
-25	45	0.17	-24.72
-25	46	0.18	-24.71
-25	47	0.18	-24.7
-25	48	0.19	-24.69
-25	49	0.19	-24.68
-25	50	0.19	-24.67
-25	51	0.2	-24.66
-25	52	0.2	-24.65
-25	53	0.21	-24.64
-25	54	0.21	-24.63
-25	55	0.21	-24.63
-25	56	0.22	-24.62
-25	57	0.22	-24.61
-25	58	0.23	-24.6
-25	59	0.23	-24.59
-25	60	0.23	-24.58
-25	61	0.24	-24.57
-25	62	0.24	-24.56
-25	63	0.24	-24.55
-25	64	0.25	-24.54
-25	65	0.25	-24.53
-25	66	0.26	-24.52
-25	67	0.26	-24.51
-25	68	0.26	-24.5
-25	69	0.27	-24.49
-25	70	0.27	-24.48
-25	71	0.28	-24.47
-25	72	0.28	-24.46
-25	73	0.28	-24.45
-25	74	0.29	-24.44
-25	75	0.29	-24.43
-25	76	0.3	-24.42
-25	77	0.3	-24.42
-25	78	0.3	-24.41
-25	79	0.31	-24.4
-25	80	0.31	-24.39
-25	81	0.31	-24.38
-25	82	0.32	-24.37
-25	83	0.32	-24.36
-25	84	0.33	-24.35
-25	85	0.33	-24.34
-25	86	0.33	-24.33
-25	87	0.34	-24.32
-25	88	0.34	-24.31
-25	89	0.35	-24.3
-25	90	0.35	-24.29
-25	91	0.35	-24.28
-25	92	0.36	-24.27
-25	93	0.36	-24.26
-25	94	0.37	-24.25
-25	95	0.37	-24.24
-25	96	0.37	-24.23
-25	97	0.38	-24.22
-25	98	0.38	-24.21
-25	99	0.38	-24.21
-25	100	0.39	-24.2
-24	0	0	-24.14
-24	1	0	-24.13
-24	2	0.01	-24.12
-24	3	0.01	-24.11
-24	4	0.02	-24.1
-24	5	0.02	-24.09
-24	6	0.03	-24.08
-24	7	0.03	-24.07
-24	8	0.03	-24.06
-24	9	0.04	-24.05
-24	10	0.04	-24.04
-24	11	0.05	-24.03
-24	12	0.05	-24.02
-24	13	0.06	-24.01
-24	14	0.06	-24
-24	15	0.06	-23.99
-24	16	0.07	-23.98
-24	17	0.07	-23.96
-24	18	0.08	-23.95
-24	19	0.08	-23.94
-24	20	0.09	-23.93
-24	21	0.09	-23.92
-24	22	0.09	-23.91
-24	23	0.1	-23.9
-24	24	0.1	-23.89
-24	25	0.11	-23.88
-24	26	0.11	-23.87
-24	27	0.12	-23.86
-24	28	0.12	-23.85
-24	29	0.12	-23.84
-24	30	0.13	-23.83
-24	31	0.13	-23.82
-24	32	0.14	-23.81
-24	33	0.14	-23.8
-24	34	0.15	-23.79
-24	35	0.15	-23.77
-24	36	0.15	-23.76
-24	37	0.16	-23.75
-24	38	0.16	-23.74
-24	39	0.17	-23.73
-24	40	0.17	-23.72
-24	41	0.18	-23.71
-24	42	0.18	-23.7
-24	43	0.18	-23.69
-24	44	0.19	-23.68
-24	45	0.19	-23.67
-24	46	0.2	-23.66
-24	47	0.2	-23.65
-24	48	0.21	-23.64
-24	49	0.21	-23.63
-24	50	0.21	-23.62
-24	51	0.22	-23.61
-24	52	0.22	-23.6
-24	53	0.23	-23.59
-24	54	0.23	-23.57
-24	55	0.24	-23.56
-24	56	0.24	-23.55
-24	57	0.24	-23.54
-24	58	0.25	-23.53
-24	59	0.25	-23.52
-24	60	0.26	-23.51
-24	61	0.26	-23.5
-24	62	0.27	-23.49
-24	63	0.27	-23.48
-24	64	0.27	-23.47
-24	65	0.28	-23.46
-24	66	0.28	-23.45
-24	67	0.29	-23.44
-24	68	0.29	-23.43
-24	69	0.3	-23.42
-24	70	0.3	-23.41
-24	71	0.3	-23.4
-24	72	0.31	-23.38
-24	73	0.31	-23.37
-24	74	0.32	-23.36
-24	75	0.32	-23.35
-24	76	0.33	-23.34
-24	77	0.33	-23.33
-24	78	0.33	-23.32
-24	79	0.34	-23.31
-24	80	0.34	-23.3
-24	81	0.35	-23.29
-24	82	0.35	-23.28
-24	83	0.36	-23.27
-24	84	0.36	-23.26
-24	85	0.36	-23.25
-24	86	0.37	-23.24
-24	87	0.37	-23.23
-24	88	0.38	-23.22
-24	89	0.38	-23.21
-24	90	0.39	-23.19
-24	91	0.39	-23.18
-24	92	0.4	-23.17
-24	93	0.4	-23.16
-24	94	0.4	-23.15
-24	95	0.41	-23.14
-24	96	0.41	-23.13
-24	97	0.42	-23.12
-24	98	0.42	-23.11
-24	99	0.43	-23.1
-24	100	0.43	-23.09
-23	0	0	-23.14
-23	1	0	-23.13
-23	2	0.01	-23.11
-23	3	0.01	-23.1
-23	4	0.02	-23.09
-23	5	0.02	-23.08
-23	6	0.03	-23.07
-23	7	0.03	-23.06
-23	8	0.04	-23.04
-23	9	0.04	-23.03
-23	10	0.05	-23.02
-23	11	0.05	-23.01
-23	12	0.06	-23
-23	13	0.06	-22.99
-23	14	0.07	-22.97
-23	15	0.07	-22.96
-23	16	0.08	-22.95
-23	17	0.08	-22.94
-23	18	0.09	-22.93
-23	19	0.09	-22.92
-23	20	0.09	-22.91
-23	21	0.1	-22.89
-23	22	0.1	-22.88
-23	23	0.11	-22.87
-23	24	0.11	-22.86
-23	25	0.12	-22.85
-23	26	0.12	-22.84
-23	27	0.13	-22.82
-23	28	0.13	-22.81
-23	29	0.14	-22.8
-23	30	0.14	-22.79
-23	31	0.15	-22.78
-23	32	0.15	-22.77
-23	33	0.16	-22.75
-23	34	0.16	-22.74
-23	35	0.17	-22.73
-23	36	0.17	-22.72
-23	37	0.18	-22.71
-23	38	0.18	-22.7
-23	39	0.18	-22.68
-23	40	0.19	-22.67
-23	41	0.19	-22.66
-23	42	0.2	-22.65
-23	43	0.2	-22.64
-23	44	0.21	-22.63
-23	45	0.21	-22.61
-23	46	0.22	-22.6
-23	47	0.22	-22.59
-23	48	0.23	-22.58
-23	49	0.23	-22.57
-23	50	0.24	-22.56
-23	51	0.24	-22.54
-23	52	0.25	-22.53
-23	53	0.25	-22.52
-23	54	0.26	-22.51
-23	55	0.26	-22.5
-23	56	0.27	-22.49
-23	57	0.27	-22.47
-23	58	0.27	-22.46
-23	59	0.28	-22.45
-23	60	0.28	-22.44
-23	61	0.29	-22.43
-23	62	0.29	-22.42
-23	63	0.3	-22.4
-23	64	0.3	-22.39
-23	65	0.31	-22.38
-23	66	0.31	-22.37
-23	67	0.32	-22.36
-23	68	0.32	-22.35
-23	69	0.33	-22.33
-23	70	0.33	-22.32
-23	71	0.34	-22.31
-23	72	0.34	-22.3
-23	73	0.35	-22.29
-23	74	0.35	-22.28
-23	75	0.36	-22.26
-23	76	0.36	-22.25
-23	77	0.36	-22.24
-23	78	0.37	-22.23
-23	79	0.37	-22.22
-23	80	0.38	-22.21
-23	81	0.38	-22.19
-23	82	0.39	-22.18
-23	83	0.39	-22.17
-23	84	0.4	-22.16
-23	85	0.4	-22.15
-23	86	0.41	-22.14
-23	87	0.41	-22.12
-23	88	0.42	-22.11
-23	89	0.42	-22.1
-23	90	0.43	-22.09
-23	91	0.43	-22.08
-23	92	0.44	-22.07
-23	93	0.44	-22.05
-23	94	0.45	-22.04
-23	95	0.45	-22.03
-23	96	0.46	-22.02
-23	97	0.46	-22.01
-23	98	0.46	-22
-23	99	0.47	-21.98
-23	100	0.47	-21.97
-22	0	0	-22.13
-22	1	0.01	-22.12
-22	2	0.01	-22.11
-22	3	0.02	-22.09
-22	4	0.02	-22.08
-22	5	0.03	-22.07
-22	6	0.03	-22.05
-22	7	0.04	-22.04
-22	8	0.04	-22.03
-22	9	0.05	-22.02
-22	10	0.05	-22
-22	11	0.06	-21.99
-22	12	0.06	-21.98
-22	13	0.07	-21.96
-22	14	0.07	-21.95
-22	15	0.08	-21.94
-22	16	0.08	-21.93
-22	17	0.09	-21.91
-22	18	0.09	-21.9
-22	19	0.1	-21.89
-22	20	0.1	-21.87
-22	21	0.11	-21.86
-22	22	0.11	-21.85
-22	23	0.12	-21.84
-22	24	0.13	-21.82
-22	25	0.13	-21.81
-22	26	0.14	-21.8
-22	27	0.14	-21.78
-22	28	0.15	-21.77
-22	29	0.15	-21.76
-22	30	0.16	-21.75
-22	31	0.16	-21.73
-22	32	0.17	-21.72
-22	33	0.17	-21.71
-22	34	0.18	-21.69
-22	35	0.18	-21.68
-22	36	0.19	-21.67
-22	37	0.19	-21.66
-22	38	0.2	-21.64
-22	39	0.2	-21.63
-22	40	0.21	-21.62
-22	41	0.21	-21.6
-22	42	0.22	-21.59
-22	43	0.22	-21.58
-22	44	0.23	-21.57
-22	45	0.24	-21.55
-22	46	0.24	-21.54
-22	47	0.25	-21.53
-22	48	0.25	-21.51
-22	49	0.26	-21.5
-22	50	0.26	-21.49
-22	51	0.27	-21.48
-22	52	0.27	-21.46
-22	53	0.28	-21.45
-22	54	0.28	-21.44
-22	55	0.29	-21.42
-22	56	0.29	-21.41
-22	57	0.3	-21.4
-22	58	0.3	-21.39
-22	59	0.31	-21.37
-22	60	0.31	-21.36
-22	61	0.32	-21.35
-22	62	0.32	-21.33
-22	63	0.33	-21.32
-22	64	0.33	-21.31
-22	65	0.34	-21.3
-22	66	0.34	-21.28
-22	67	0.35	-21.27
-22	68	0.36	-21.26
-22	69	0.36	-21.24
-22	70	0.37	-21.23
-22	71	0.37	-21.22
-22	72	0.38	-21.21
-22	73	0.38	-21.19
-22	74	0.39	-21.18
-22	75	0.39	-21.17
-22	76	0.4	-21.15
-22	77	0.4	-21.14
-22	78	0.41	-21.13
-22	79	0.41	-21.12
-22	80	0.42	-21.1
-22	81	0.42	-21.09
-22	82	0.43	-21.08
-22	83	0.43	-21.06
-22	84	0.44	-21.05
-22	85	0.44	-21.04
-22	86	0.45	-21.03
-22	87	0.45	-21.01
-22	88	0.46	-21
-22	89	0.47	-20.99
-22	90	0.47	-20.97
-22	91	0.48	-20.96
-22	92	0.48	-20.95
-22	93	0.49	-20.94
-22	94	0.49	-20.92
-22	95	0.5	-20.91
-22	96	0.5	-20.9
-22	97	0.51	-20.88
-22	98	0.51	-20.87
-22	99	0.52	-20.86
-22	100	0.52	-20.85
-21	0	0	-21.13
-21	1	0.01	-21.11
-21	2	0.01	-21.1
-21	3	0.02	-21.08
-21	4	0.02	-21.07
-21	5	0.03	-21.06
-21	6	0.03	-21.04
-21	7	0.04	-21.03
-21	8	0.05	-21.01
-21	9	0.05	-21
-21	10	0.06	-20.98
-21	11	0.06	-20.97
-21	12	0.07	-20.96
-21	13	0.07	-20.94
-21	14	0.08	-20.93
-21	15	0.09	-20.91
-21	16	0.09	-20.9
-21	17	0.1	-20.89
-21	18	0.1	-20.87
-21	19	0.11	-20.86
-21	20	0.12	-20.84
-21	21	0.12	-20.83
-21	22	0.13	-20.81
-21	23	0.13	-20.8
-21	24	0.14	-20.79
-21	25	0.14	-20.77
-21	26	0.15	-20.76
-21	27	0.16	-20.74
-21	28	0.16	-20.73
-21	29	0.17	-20.71
-21	30	0.17	-20.7
-21	31	0.18	-20.69
-21	32	0.18	-20.67
-21	33	0.19	-20.66
-21	34	0.2	-20.64
-21	35	0.2	-20.63
-21	36	0.21	-20.62
-21	37	0.21	-20.6
-21	38	0.22	-20.59
-21	39	0.22	-20.57
-21	40	0.23	-20.56
-21	41	0.24	-20.54
-21	42	0.24	-20.53
-21	43	0.25	-20.52
-21	44	0.25	-20.5
-21	45	0.26	-20.49
-21	46	0.26	-20.47
-21	47	0.27	-20.46
-21	48	0.28	-20.45
-21	49	0.28	-20.43
-21	50	0.29	-20.42
-21	51	0.29	-20.4
-21	52	0.3	-20.39
-21	53	0.31	-20.37
-21	54	0.31	-20.36
-21	55	0.32	-20.35
-21	56	0.32	-20.33
-21	57	0.33	-20.32
-21	58	0.33	-20.3
-21	59	0.34	-20.29
-21	60	0.35	-20.28
-21	61	0.35	-20.26
-21	62	0.36	-20.25
-21	63	0.36	-20.23
-21	64	0.37	-20.22
-21	65	0.37	-20.2
-21	66	0.38	-20.19
-21	67	0.39	-20.18
-21	68	0.39	-20.16
-21	69	0.4	-20.15
-21	70	0.4	-20.13
-21	71	0.41	-20.12
-21	72	0.41	-20.11
-21	73	0.42	-20.09
-21	74	0.43	-20.08
-21	75	0.43	-20.06
-21	76	0.44	-20.05
-21	77	0.44	-20.03
-21	78	0.45	-20.02
-21	79	0.46	-20.01
-21	80	0.46	-19.99
-21	81	0.47	-19.98
-21	82	0.47	-19.96
-21	83	0.48	-19.95
-21	84	0.48	-19.93
-21	85	0.49	-19.92
-21	86	0.5	-19.91
-21	87	0.5	-19.89
-21	88	0.51	-19.88
-21	89	0.51	-19.86
-21	90	0.52	-19.85
-21	91	0.52	-19.84
-21	92	0.53	-19.82
-21	93	0.54	-19.81
-21	94	0.54	-19.79
-21	95	0.55	-19.78
-21	96	0.55	-19.76
-21	97	0.56	-19.75
-21	98	0.56	-19.74
-21	99	0.57	-19.72
-21	100	0.58	-19.71
-20	0	0	-20.12
-20	1	0.01	-20.1
-20	2	0.01	-20.09
-20	3	0.02	-20.07
-20	4	0.03	-20.06
-20	5	0.03	-20.04
-20	6	0.04	-20.03
-20	7	0.04	-20.01
-20	8	0.05	-20
-20	9	0.06	-19.98
-20	10	0.06	-19.96
-20	11	0.07	-19.95
-20	12	0.08	-19.93
-20	13	0.08	-19.92
-20	14	0.09	-19.9
-20	15	0.1	-19.89
-20	16	0.1	-19.87
-20	17	0.11	-19.85
-20	18	0.11	-19.84
-20	19	0.12	-19.82
-20	20	0.13	-19.81
-20	21	0.13	-19.79
-20	22	0.14	-19.78
-20	23	0.15	-19.76
-20	24	0.15	-19.75
-20	25	0.16	-19.73
-20	26	0.16	-19.71
-20	27	0.17	-19.7
-20	28	0.18	-19.68
-20	29	0.18	-19.67
-20	30	0.19	-19.65
-20	31	0.2	-19.64
-20	32	0.2	-19.62
-20	33	0.21	-19.6
-20	34	0.22	-19.59
-20	35	0.22	-19.57
-20	36	0.23	-19.56
-20	37	0.23	-19.54
-20	38	0.24	-19.53
-20	39	0.25	-19.51
-20	40	0.25	-19.5
-20	41	0.26	-19.48
-20	42	0.27	-19.46
-20	43	0.27	-19.45
-20	44	0.28	-19.43
-20	45	0.29	-19.42
-20	46	0.29	-19.4
-20	47	0.3	-19.39
-20	48	0.3	-19.37
-20	49	0.31	-19.35
-20	50	0.32	-19.34
-20	51	0.32	-19.32
-20	52	0.33	-19.31
-20	53	0.34	-19.29
