t(C)	RH(%)	d(g/kga)	h(kJ/kga)
-2	3	0.1	-1.77
-2	4	0.13	-1.69
-2	5	0.16	-1.62
-2	6	0.19	-1.54
-2	7	0.22	-1.46
-2	8	0.25	-1.38
-2	9	0.29	-1.3
-2	10	0.32	-1.22
-2	11	0.35	-1.14
-2	12	0.38	-1.06
-2	13	0.41	-0.98
-2	14	0.45	-0.9
-2	15	0.48	-0.82
-2	16	0.51	-0.74
-2	17	0.54	-0.66
-2	18	0.57	-0.58
-2	19	0.6	-0.5
-2	20	0.64	-0.42
-2	21	0.67	-0.34
-2	22	0.7	-0.26
-2	23	0.73	-0.18
-2	24	0.76	-0.11
-2	25	0.8	-0.03
-2	26	0.83	0.05
-2	27	0.86	0.13
-2	28	0.89	0.21
-2	29	0.92	0.29
-2	30	0.95	0.37
-2	31	0.99	0.45
-2	32	1.02	0.53
-2	33	1.05	0.61
-2	34	1.08	0.69
-2	35	1.11	0.77
-2	36	1.15	0.85
-2	37	1.18	0.93
-2	38	1.21	1.01
-2	39	1.24	1.09
-2	40	1.27	1.17
-2	41	1.31	1.25
-2	42	1.34	1.33
-2	43	1.37	1.41
-2	44	1.4	1.49
-2	45	1.43	1.57
-2	46	1.47	1.65
-2	47	1.5	1.73
-2	48	1.53	1.81
-2	49	1.56	1.89
-2	50	1.59	1.97
-2	51	1.62	2.05
-2	52	1.66	2.13
-2	53	1.69	2.21
-2	54	1.72	2.29
-2	55	1.75	2.37
-2	56	1.78	2.44
-2	57	1.82	2.52
-2	58	1.85	2.6
-2	59	1.88	2.68
-2	60	1.91	2.76
-2	61	1.94	2.84
-2	62	1.98	2.92
-2	63	2.01	3
-2	64	2.04	3.08
-2	65	2.07	3.16
-2	66	2.1	3.24
-2	67	2.14	3.32
-2	68	2.17	3.4
-2	69	2.2	3.48
-2	70	2.23	3.56
-2	71	2.26	3.64
-2	72	2.3	3.72
-2	73	2.33	3.8
-2	74	2.36	3.88
-2	75	2.39	3.96
-2	76	2.42	4.04
-2	77	2.46	4.12
-2	78	2.49	4.2
-2	79	2.52	4.28
-2	80	2.55	4.36
-2	81	2.58	4.44
-2	82	2.62	4.52
-2	83	2.65	4.6
-2	84	2.68	4.68
-2	85	2.71	4.76
-2	86	2.74	4.84
-2	87	2.78	4.92
-2	88	2.81	5
-2	89	2.84	5.08
-2	90	2.87	5.16
-2	91	2.91	5.24
-2	92	2.94	5.32
-2	93	2.97	5.4
-2	94	3	5.48
-2	95	3.03	5.56
-2	96	3.07	5.64
-2	97	3.1	5.72
-2	98	3.13	5.8
-2	99	3.16	5.88
-2	100	3.19	5.96
-1	0	0	-1.01
-1	1	0.03	-0.92
-1	2	0.07	-0.83
-1	3	0.1	-0.75
-1	4	0.14	-0.66
-1	5	0.17	-0.57
-1	6	0.21	-0.49
-1	7	0.24	-0.4
-1	8	0.28	-0.32
-1	9	0.31	-0.23
-1	10	0.35	-0.14
-1	11	0.38	-0.06
-1	12	0.41	0.03
-1	13	0.45	0.12
-1	14	0.48	0.2
-1	15	0.52	0.29
-1	16	0.55	0.38
-1	17	0.59	0.46
-1	18	0.62	0.55
-1	19	0.66	0.64
-1	20	0.69	0.72
-1	21	0.73	0.81
-1	22	0.76	0.9
-1	23	0.8	0.98
-1	24	0.83	1.07
-1	25	0.86	1.15
-1	26	0.9	1.24
-1	27	0.93	1.33
-1	28	0.97	1.41
-1	29	1	1.5
-1	30	1.04	1.59
-1	31	1.07	1.67
-1	32	1.11	1.76
-1	33	1.14	1.85
-1	34	1.18	1.93
-1	35	1.21	2.02
-1	36	1.25	2.11
-1	37	1.28	2.19
-1	38	1.32	2.28
-1	39	1.35	2.37
-1	40	1.38	2.45
-1	41	1.42	2.54
-1	42	1.45	2.63
-1	43	1.49	2.71
-1	44	1.52	2.8
-1	45	1.56	2.89
-1	46	1.59	2.97
-1	47	1.63	3.06
-1	48	1.66	3.15
-1	49	1.7	3.23
-1	50	1.73	3.32
-1	51	1.77	3.41
-1	52	1.8	3.5
-1	53	1.84	3.58
-1	54	1.87	3.67
-1	55	1.91	3.76
-1	56	1.94	3.84
-1	57	1.97	3.93
-1	58	2.01	4.02
-1	59	2.04	4.1
-1	60	2.08	4.19
-1	61	2.11	4.28
-1	62	2.15	4.36
-1	63	2.18	4.45
-1	64	2.22	4.54
-1	65	2.25	4.62
-1	66	2.29	4.71
-1	67	2.32	4.8
-1	68	2.36	4.89
-1	69	2.39	4.97
-1	70	2.43	5.06
-1	71	2.46	5.15
-1	72	2.5	5.23
-1	73	2.53	5.32
-1	74	2.57	5.41
-1	75	2.6	5.49
-1	76	2.64	5.58
-1	77	2.67	5.67
-1	78	2.71	5.76
-1	79	2.74	5.84
-1	80	2.78	5.93
-1	81	2.81	6.02
-1	82	2.85	6.1
-1	83	2.88	6.19
-1	84	2.91	6.28
-1	85	2.95	6.37
-1	86	2.98	6.45
-1	87	3.02	6.54
-1	88	3.05	6.63
-1	89	3.09	6.71
-1	90	3.12	6.8
-1	91	3.16	6.89
-1	92	3.19	6.98
-1	93	3.23	7.06
-1	94	3.26	7.15
-1	95	3.3	7.24
-1	96	3.33	7.32
-1	97	3.37	7.41
-1	98	3.4	7.5
-1	99	3.44	7.59
-1	100	3.47	7.67
0	0	0	0
0	1	0.04	0.09
0	2	0.08	0.19
0	3	0.11	0.28
0	4	0.15	0.38
0	5	0.19	0.47
0	6	0.23	0.56
0	7	0.26	0.66
0	8	0.3	0.75
0	9	0.34	0.84
0	10	0.38	0.94
0	11	0.41	1.03
0	12	0.45	1.13
0	13	0.49	1.22
0	14	0.53	1.31
0	15	0.56	1.41
0	16	0.6	1.5
0	17	0.64	1.6
0	18	0.68	1.69
0	19	0.71	1.78
0	20	0.75	1.88
0	21	0.79	1.97
0	22	0.83	2.07
0	23	0.86	2.16
0	24	0.9	2.26
0	25	0.94	2.35
0	26	0.98	2.44
0	27	1.01	2.54
0	28	1.05	2.63
0	29	1.09	2.73
0	30	1.13	2.82
0	31	1.17	2.91
0	32	1.2	3.01
0	33	1.24	3.1
0	34	1.28	3.2
0	35	1.32	3.29
0	36	1.35	3.39
0	37	1.39	3.48
0	38	1.43	3.57
0	39	1.47	3.67
0	40	1.5	3.76
0	41	1.54	3.86
0	42	1.58	3.95
0	43	1.62	4.05
0	44	1.66	4.14
0	45	1.69	4.23
0	46	1.73	4.33
0	47	1.77	4.42
0	48	1.81	4.52
0	49	1.84	4.61
0	50	1.88	4.71
0	51	1.92	4.8
0	52	1.96	4.89
0	53	1.99	4.99
0	54	2.03	5.08
0	55	2.07	5.18
0	56	2.11	5.27
0	57	2.15	5.37
0	58	2.18	5.46
0	59	2.22	5.56
0	60	2.26	5.65
0	61	2.3	5.74
0	62	2.33	5.84
0	63	2.37	5.93
0	64	2.41	6.03
0	65	2.45	6.12
0	66	2.49	6.22
0	67	2.52	6.31
0	68	2.56	6.41
0	69	2.6	6.5
0	70	2.64	6.6
0	71	2.68	6.69
0	72	2.71	6.79
0	73	2.75	6.88
0	74	2.79	6.97
0	75	2.83	7.07
0	76	2.86	7.16
0	77	2.9	7.26
0	78	2.94	7.35
0	79	2.98	7.45
0	80	3.02	7.54
0	81	3.05	7.64
0	82	3.09	7.73
0	83	3.13	7.83
0	84	3.17	7.92
0	85	3.21	8.02
0	86	3.24	8.11
0	87	3.28	8.21
0	88	3.32	8.3
0	89	3.36	8.4
0	90	3.39	8.49
0	91	3.43	8.59
0	92	3.47	8.68
0	93	3.51	8.78
0	94	3.55	8.87
0	95	3.58	8.97
0	96	3.62	9.06
0	97	3.66	9.16
0	98	3.7	9.25
0	99	3.74	9.34
0	100	3.77	9.44
1	0	0	1.01
1	1	0.04	1.11
1	2	0.08	1.21
1	3	0.12	1.31
1	4	0.16	1.41
1	5	0.2	1.51
1	6	0.24	1.61
1	7	0.28	1.71
1	8	0.32	1.81
1	9	0.36	1.92
1	10	0.4	2.02
1	11	0.44	2.12
1	12	0.48	2.22
1	13	0.52	2.32
1	14	0.57	2.42
1	15	0.61	2.52
1	16	0.65	2.62
1	17	0.69	2.72
1	18	0.73	2.83
1	19	0.77	2.93
1	20	0.81	3.03
1	21	0.85	3.13
1	22	0.89	3.23
1	23	0.93	3.33
1	24	0.97	3.43
1	25	1.01	3.53
1	26	1.05	3.64
1	27	1.09	3.74
1	28	1.13	3.84
1	29	1.17	3.94
1	30	1.21	4.04
1	31	1.25	4.14
1	32	1.29	4.24
1	33	1.33	4.34
1	34	1.37	4.45
1	35	1.41	4.55
1	36	1.46	4.65
1	37	1.5	4.75
1	38	1.54	4.85
1	39	1.58	4.95
1	40	1.62	5.05
1	41	1.66	5.16
1	42	1.7	5.26
1	43	1.74	5.36
1	44	1.78	5.46
1	45	1.82	5.56
1	46	1.86	5.66
1	47	1.9	5.76
1	48	1.94	5.87
1	49	1.98	5.97
1	50	2.02	6.07
1	51	2.06	6.17
1	52	2.1	6.27
1	53	2.14	6.37
1	54	2.19	6.48
1	55	2.23	6.58
1	56	2.27	6.68
1	57	2.31	6.78
1	58	2.35	6.88
1	59	2.39	6.98
1	60	2.43	7.09
1	61	2.47	7.19
1	62	2.51	7.29
1	63	2.55	7.39
1	64	2.59	7.49
1	65	2.63	7.6
1	66	2.67	7.7
1	67	2.71	7.8
1	68	2.75	7.9
1	69	2.8	8
1	70	2.84	8.1
1	71	2.88	8.21
1	72	2.92	8.31
1	73	2.96	8.41
1	74	3	8.51
1	75	3.04	8.61
1	76	3.08	8.72
1	77	3.12	8.82
1	78	3.16	8.92
1	79	3.2	9.02
1	80	3.24	9.12
1	81	3.28	9.23
1	82	3.32	9.33
1	83	3.37	9.43
1	84	3.41	9.53
1	85	3.45	9.63
1	86	3.49	9.74
1	87	3.53	9.84
1	88	3.57	9.94
1	89	3.61	10.04
1	90	3.65	10.14
1	91	3.69	10.25
1	92	3.73	10.35
1	93	3.77	10.45
1	94	3.81	10.55
1	95	3.86	10.66
1	96	3.9	10.76
1	97	3.94	10.86
1	98	3.98	10.96
1	99	4.02	11.06
1	100	4.06	11.17
2	0	0	2.01
2	1	0.04	2.12
2	2	0.09	2.23
2	3	0.13	2.34
2	4	0.17	2.45
2	5	0.22	2.55
2	6	0.26	2.66
2	7	0.3	2.77
2	8	0.35	2.88
2	9	0.39	2.99
2	10	0.43	3.1
2	11	0.48	3.21
2	12	0.52	3.32
2	13	0.56	3.42
2	14	0.61	3.53
2	15	0.65	3.64
2	16	0.69	3.75
2	17	0.74	3.86
2	18	0.78	3.97
2	19	0.82	4.08
2	20	0.87	4.19
2	21	0.91	4.29
2	22	0.95	4.4
2	23	1	4.51
2	24	1.04	4.62
2	25	1.09	4.73
2	26	1.13	4.84
2	27	1.17	4.95
2	28	1.22	5.06
2	29	1.26	5.17
2	30	1.3	5.27
2	31	1.35	5.38
2	32	1.39	5.49
2	33	1.43	5.6
2	34	1.48	5.71
2	35	1.52	5.82
2	36	1.56	5.93
2	37	1.61	6.04
2	38	1.65	6.15
2	39	1.69	6.26
2	40	1.74	6.37
2	41	1.78	6.47
2	42	1.83	6.58
2	43	1.87	6.69
2	44	1.91	6.8
2	45	1.96	6.91
2	46	2	7.02
2	47	2.04	7.13
2	48	2.09	7.24
2	49	2.13	7.35
2	50	2.17	7.46
2	51	2.22	7.57
2	52	2.26	7.68
2	53	2.31	7.79
2	54	2.35	7.9
2	55	2.39	8
2	56	2.44	8.11
2	57	2.48	8.22
2	58	2.52	8.33
2	59	2.57	8.44
2	60	2.61	8.55
2	61	2.65	8.66
2	62	2.7	8.77
2	63	2.74	8.88
2	64	2.79	8.99
2	65	2.83	9.1
2	66	2.87	9.21
2	67	2.92	9.32
2	68	2.96	9.43
2	69	3	9.54
2	70	3.05	9.65
2	71	3.09	9.76
2	72	3.14	9.87
2	73	3.18	9.98
2	74	3.22	10.09
2	75	3.27	10.19
2	76	3.31	10.3
2	77	3.35	10.41
2	78	3.4	10.52
2	79	3.44	10.63
2	80	3.49	10.74
2	81	3.53	10.85
2	82	3.57	10.96
2	83	3.62	11.07
2	84	3.66	11.18
2	85	3.71	11.29
2	86	3.75	11.4
2	87	3.79	11.51
2	88	3.84	11.62
2	89	3.88	11.73
2	90	3.92	11.84
2	91	3.97	11.95
2	92	4.01	12.06
2	93	4.06	12.17
2	94	4.1	12.28
2	95	4.14	12.39
2	96	4.19	12.5
2	97	4.23	12.61
2	98	4.28	12.72
2	99	4.32	12.83
2	100	4.36	12.94
3	0	0	3.02
3	1	0.05	3.13
3	2	0.09	3.25
3	3	0.14	3.37
3	4	0.19	3.48
3	5	0.23	3.6
3	6	0.28	3.72
3	7	0.33	3.83
3	8	0.37	3.95
3	9	0.42	4.07
3	10	0.47	4.19
3	11	0.51	4.3
3	12	0.56	4.42
3	13	0.61	4.54
3	14	0.65	4.65
3	15	0.7	4.77
3	16	0.75	4.89
3	17	0.79	5
3	18	0.84	5.12
3	19	0.89	5.24
3	20	0.93	5.35
3	21	0.98	5.47
3	22	1.03	5.59
3	23	1.07	5.71
3	24	1.12	5.82
3	25	1.17	5.94
3	26	1.21	6.06
3	27	1.26	6.17
3	28	1.31	6.29
3	29	1.35	6.41
3	30	1.4	6.52
3	31	1.45	6.64
3	32	1.49	6.76
3	33	1.54	6.88
3	34	1.59	6.99
3	35	1.63	7.11
3	36	1.68	7.23
3	37	1.73	7.35
3	38	1.77	7.46
3	39	1.82	7.58
3	40	1.87	7.7
3	41	1.91	7.81
3	42	1.96	7.93
3	43	2.01	8.05
3	44	2.05	8.17
3	45	2.1	8.28
3	46	2.15	8.4
3	47	2.19	8.52
3	48	2.24	8.64
3	49	2.29	8.75
3	50	2.34	8.87
3	51	2.38	8.99
3	52	2.43	9.11
3	53	2.48	9.22
3	54	2.52	9.34
3	55	2.57	9.46
3	56	2.62	9.58
3	57	2.66	9.69
3	58	2.71	9.81
3	59	2.76	9.93
3	60	2.8	10.05
3	61	2.85	10.16
3	62	2.9	10.28
3	63	2.95	10.4
3	64	2.99	10.52
3	65	3.04	10.64
3	66	3.09	10.75
3	67	3.13	10.87
3	68	3.18	10.99
3	69	3.23	11.11
3	70	3.27	11.22
3	71	3.32	11.34
3	72	3.37	11.46
3	73	3.42	11.58
3	74	3.46	11.7
3	75	3.51	11.81
3	76	3.56	11.93
3	77	3.6	12.05
3	78	3.65	12.17
3	79	3.7	12.29
3	80	3.74	12.4
3	81	3.79	12.52
3	82	3.84	12.64
3	83	3.89	12.76
3	84	3.93	12.88
3	85	3.98	12.99
3	86	4.03	13.11
3	87	4.07	13.23
3	88	4.12	13.35
3	89	4.17	13.47
3	90	4.22	13.59
3	91	4.26	13.7
3	92	4.31	13.82
3	93	4.36	13.94
3	94	4.4	14.06
3	95	4.45	14.18
3	96	4.5	14.3
3	97	4.55	14.41
3	98	4.59	14.53
3	99	4.64	14.65
3	100	4.69	14.77
4	0	0	4.02
4	1	0.05	4.15
4	2	0.1	4.27
4	3	0.15	4.4
4	4	0.2	4.53
4	5	0.25	4.65
4	6	0.3	4.78
4	7	0.35	4.9
4	8	0.4	5.03
4	9	0.45	5.15
4	10	0.5	5.28
4	11	0.55	5.4
4	12	0.6	5.53
4	13	0.65	5.65
4	14	0.7	5.78
4	15	0.75	5.91
4	16	0.8	6.03
4	17	0.85	6.16
4	18	0.9	6.28
4	19	0.95	6.41
4	20	1	6.53
4	21	1.05	6.66
4	22	1.1	6.78
4	23	1.15	6.91
4	24	1.2	7.04
4	25	1.25	7.16
4	26	1.3	7.29
4	27	1.35	7.41
4	28	1.4	7.54
4	29	1.45	7.66
4	30	1.5	7.79
4	31	1.55	7.92
4	32	1.6	8.04
4	33	1.65	8.17
4	34	1.7	8.29
4	35	1.75	8.42
4	36	1.8	8.55
4	37	1.85	8.67
4	38	1.9	8.8
4	39	1.95	8.92
4	40	2	9.05
4	41	2.05	9.18
4	42	2.1	9.3
4	43	2.15	9.43
4	44	2.2	9.55
4	45	2.26	9.68
4	46	2.31	9.81
4	47	2.36	9.93
4	48	2.41	10.06
4	49	2.46	10.19
4	50	2.51	10.31
4	51	2.56	10.44
4	52	2.61	10.56
4	53	2.66	10.69
4	54	2.71	10.82
4	55	2.76	10.94
4	56	2.81	11.07
4	57	2.86	11.2
4	58	2.91	11.32
4	59	2.96	11.45
4	60	3.01	11.58
4	61	3.06	11.7
4	62	3.11	11.83
4	63	3.16	11.96
4	64	3.21	12.08
4	65	3.26	12.21
4	66	3.31	12.33
4	67	3.36	12.46
4	68	3.41	12.59
4	69	3.46	12.71
4	70	3.52	12.84
4	71	3.57	12.97
4	72	3.62	13.09
4	73	3.67	13.22
4	74	3.72	13.35
4	75	3.77	13.47
4	76	3.82	13.6
4	77	3.87	13.73
4	78	3.92	13.86
4	79	3.97	13.98
4	80	4.02	14.11
4	81	4.07	14.24
4	82	4.12	14.36
4	83	4.17	14.49
4	84	4.22	14.62
4	85	4.27	14.74
4	86	4.32	14.87
4	87	4.37	15
4	88	4.43	15.12
4	89	4.48	15.25
4	90	4.53	15.38
4	91	4.58	15.51
4	92	4.63	15.63
4	93	4.68	15.76
4	94	4.73	15.89
4	95	4.78	16.01
4	96	4.83	16.14
4	97	4.88	16.27
4	98	4.93	16.4
4	99	4.98	16.52
4	100	5.03	16.65
5	0	0	5.03
5	1	0.05	5.16
5	2	0.11	5.3
5	3	0.16	5.43
5	4	0.21	5.57
5	5	0.27	5.7
5	6	0.32	5.84
5	7	0.38	5.97
5	8	0.43	6.11
5	9	0.48	6.24
5	10	0.54	6.38
5	11	0.59	6.51
5	12	0.64	6.64
5	13	0.7	6.78
5	14	0.75	6.91
5	15	0.8	7.05
5	16	0.86	7.18
5	17	0.91	7.32
5	18	0.97	7.45
5	19	1.02	7.59
5	20	1.07	7.72
5	21	1.13	7.86
5	22	1.18	7.99
5	23	1.23	8.13
5	24	1.29	8.26
5	25	1.34	8.4
5	26	1.4	8.53
5	27	1.45	8.67
5	28	1.5	8.8
5	29	1.56	8.94
5	30	1.61	9.07
5	31	1.66	9.21
5	32	1.72	9.34
5	33	1.77	9.48
5	34	1.83	9.61
5	35	1.88	9.75
5	36	1.93	9.88
5	37	1.99	10.02
5	38	2.04	10.16
5	39	2.1	10.29
5	40	2.15	10.43
5	41	2.2	10.56
5	42	2.26	10.7
5	43	2.31	10.83
5	44	2.37	10.97
5	45	2.42	11.1
5	46	2.47	11.24
5	47	2.53	11.37
5	48	2.58	11.51
5	49	2.64	11.65
5	50	2.69	11.78
5	51	2.74	11.92
5	52	2.8	12.05
5	53	2.85	12.19
5	54	2.91	12.32
5	55	2.96	12.46
5	56	3.01	12.59
5	57	3.07	12.73
5	58	3.12	12.87
5	59	3.18	13
5	60	3.23	13.14
5	61	3.28	13.27
5	62	3.34	13.41
5	63	3.39	13.55
5	64	3.45	13.68
5	65	3.5	13.82
5	66	3.55	13.95
5	67	3.61	14.09
5	68	3.66	14.23
5	69	3.72	14.36
5	70	3.77	14.5
5	71	3.83	14.63
5	72	3.88	14.77
5	73	3.93	14.91
5	74	3.99	15.04
5	75	4.04	15.18
5	76	4.1	15.31
5	77	4.15	15.45
5	78	4.21	15.59
5	79	4.26	15.72
5	80	4.31	15.86
5	81	4.37	16
5	82	4.42	16.13
5	83	4.48	16.27
5	84	4.53	16.41
5	85	4.59	16.54
5	86	4.64	16.68
5	87	4.69	16.81
5	88	4.75	16.95
5	89	4.8	17.09
5	90	4.86	17.22
5	91	4.91	17.36
5	92	4.97	17.5
5	93	5.02	17.63
5	94	5.08	17.77
5	95	5.13	17.91
5	96	5.18	18.04
5	97	5.24	18.18
5	98	5.29	18.32
5	99	5.35	18.45
5	100	5.4	18.59
6	0	0	6.04
6	1	0.06	6.18
6	2	0.11	6.32
6	3	0.17	6.47
6	4	0.23	6.61
6	5	0.29	6.76
6	6	0.34	6.9
6	7	0.4	7.05
6	8	0.46	7.19
6	9	0.52	7.34
6	10	0.57	7.48
6	11	0.63	7.62
6	12	0.69	7.77
6	13	0.75	7.91
6	14	0.8	8.06
6	15	0.86	8.2
6	16	0.92	8.35
6	17	0.98	8.49
6	18	1.04	8.64
6	19	1.09	8.78
6	20	1.15	8.93
6	21	1.21	9.07
6	22	1.27	9.22
6	23	1.32	9.36
6	24	1.38	9.5
6	25	1.44	9.65
6	26	1.5	9.79
6	27	1.55	9.94
6	28	1.61	10.08
6	29	1.67	10.23
6	30	1.73	10.37
6	31	1.78	10.52
6	32	1.84	10.66
6	33	1.9	10.81
6	34	1.96	10.95
6	35	2.02	11.1
6	36	2.07	11.25
6	37	2.13	11.39
6	38	2.19	11.54
6	39	2.25	11.68
6	40	2.3	11.83
6	41	2.36	11.97
6	42	2.42	12.12
6	43	2.48	12.26
6	44	2.54	12.41
6	45	2.59	12.55
6	46	2.65	12.7
6	47	2.71	12.84
6	48	2.77	12.99
6	49	2.83	13.13
6	50	2.88	13.28
6	51	2.94	13.43
6	52	3	13.57
6	53	3.06	13.72
6	54	3.12	13.86
6	55	3.17	14.01
6	56	3.23	14.15
6	57	3.29	14.3
6	58	3.35	14.45
6	59	3.41	14.59
6	60	3.46	14.74
6	61	3.52	14.88
6	62	3.58	15.03
6	63	3.64	15.17
6	64	3.7	15.32
6	65	3.75	15.47
6	66	3.81	15.61
6	67	3.87	15.76
6	68	3.93	15.9
6	69	3.99	16.05
6	70	4.04	16.2
6	71	4.1	16.34
6	72	4.16	16.49
6	73	4.22	16.64
6	74	4.28	16.78
6	75	4.34	16.93
6	76	4.39	17.07
6	77	4.45	17.22
6	78	4.51	17.37
6	79	4.57	17.51
6	80	4.63	17.66
6	81	4.68	17.81
6	82	4.74	17.95
6	83	4.8	18.1
6	84	4.86	18.24
6	85	4.92	18.39
6	86	4.98	18.54
6	87	5.03	18.68
6	88	5.09	18.83
6	89	5.15	18.98
6	90	5.21	19.12
6	91	5.27	19.27
6	92	5.33	19.42
6	93	5.39	19.56
6	94	5.44	19.71
6	95	5.5	19.86
6	96	5.56	20
6	97	5.62	20.15
6	98	5.68	20.3
6	99	5.74	20.44
6	100	5.79	20.59
7	0	0	7.04
7	1	0.06	7.2
7	2	0.12	7.35
7	3	0.18	7.51
7	4	0.25	7.66
7	5	0.31	7.82
7	6	0.37	7.97
7	7	0.43	8.13
7	8	0.49	8.28
7	9	0.55	8.43
7	10	0.62	8.59
7	11	0.68	8.74
7	12	0.74	8.9
7	13	0.8	9.05
7	14	0.86	9.21
7	15	0.92	9.36
7	16	0.99	9.52
7	17	1.05	9.67
7	18	1.11	9.83
7	19	1.17	9.99
7	20	1.23	10.14
7	21	1.29	10.3
7	22	1.36	10.45
7	23	1.42	10.61
7	24	1.48	10.76
7	25	1.54	10.92
7	26	1.6	11.07
7	27	1.66	11.23
7	28	1.73	11.38
7	29	1.79	11.54
7	30	1.85	11.69
7	31	1.91	11.85
7	32	1.97	12.01
7	33	2.04	12.16
7	34	2.1	12.32
7	35	2.16	12.47
7	36	2.22	12.63
7	37	2.28	12.78
7	38	2.35	12.94
7	39	2.41	13.1
7	40	2.47	13.25
7	41	2.53	13.41
7	42	2.59	13.56
7	43	2.66	13.72
7	44	2.72	13.87
7	45	2.78	14.03
7	46	2.84	14.19
7	47	2.9	14.34
7	48	2.97	14.5
7	49	3.03	14.66
7	50	3.09	14.81
7	51	3.15	14.97
7	52	3.21	15.12
7	53	3.28	15.28
7	54	3.34	15.44
7	55	3.4	15.59
7	56	3.46	15.75
7	57	3.53	15.91
7	58	3.59	16.06
7	59	3.65	16.22
7	60	3.71	16.37
7	61	3.77	16.53
7	62	3.84	16.69
7	63	3.9	16.84
7	64	3.96	17
7	65	4.02	17.16
7	66	4.09	17.31
7	67	4.15	17.47
7	68	4.21	17.63
7	69	4.27	17.78
7	70	4.34	17.94
7	71	4.4	18.1
7	72	4.46	18.25
7	73	4.52	18.41
7	74	4.58	18.57
7	75	4.65	18.72
7	76	4.71	18.88
7	77	4.77	19.04
7	78	4.83	19.2
7	79	4.9	19.35
7	80	4.96	19.51
7	81	5.02	19.67
7	82	5.08	19.82
7	83	5.15	19.98
7	84	5.21	20.14
7	85	5.27	20.3
7	86	5.33	20.45
7	87	5.4	20.61
7	88	5.46	20.77
7	89	5.52	20.93
7	90	5.58	21.08
7	91	5.65	21.24
7	92	5.71	21.4
7	93	5.77	21.55
7	94	5.84	21.71
7	95	5.9	21.87
7	96	5.96	22.03
7	97	6.02	22.18
7	98	6.09	22.34
7	99	6.15	22.5
7	100	6.21	22.66
8	0	0	8.05
8	1	0.07	8.21
8	2	0.13	8.38
8	3	0.2	8.55
8	4	0.26	8.71
8	5	0.33	8.88
8	6	0.4	9.04
8	7	0.46	9.21
8	8	0.53	9.37
8	9	0.59	9.54
8	10	0.66	9.71
8	11	0.73	9.87
8	12	0.79	10.04
8	13	0.86	10.2
8	14	0.92	10.37
8	15	0.99	10.54
8	16	1.06	10.7
8	17	1.12	10.87
8	18	1.19	11.04
8	19	1.25	11.2
8	20	1.32	11.37
8	21	1.39	11.53
8	22	1.45	11.7
8	23	1.52	11.87
8	24	1.58	12.03
8	25	1.65	12.2
8	26	1.72	12.37
8	27	1.78	12.53
8	28	1.85	12.7
8	29	1.92	12.87
8	30	1.98	13.03
8	31	2.05	13.2
8	32	2.11	13.37
8	33	2.18	13.53
8	34	2.25	13.7
8	35	2.31	13.87
8	36	2.38	14.04
8	37	2.45	14.2
8	38	2.51	14.37
8	39	2.58	14.54
8	40	2.65	14.7
8	41	2.71	14.87
8	42	2.78	15.04
8	43	2.84	15.2
8	44	2.91	15.37
8	45	2.98	15.54
8	46	3.04	15.71
8	47	3.11	15.87
8	48	3.18	16.04
8	49	3.24	16.21
8	50	3.31	16.38
8	51	3.38	16.54
8	52	3.44	16.71
8	53	3.51	16.88
8	54	3.58	17.05
8	55	3.64	17.21
8	56	3.71	17.38
8	57	3.78	17.55
8	58	3.84	17.72
8	59	3.91	17.88
8	60	3.98	18.05
8	61	4.04	18.22
8	62	4.11	18.39
8	63	4.18	18.56
8	64	4.24	18.72
8	65	4.31	18.89
8	66	4.38	19.06
8	67	4.44	19.23
8	68	4.51	19.4
8	69	4.58	19.56
8	70	4.64	19.73
8	71	4.71	19.9
8	72	4.78	20.07
8	73	4.84	20.24
8	74	4.91	20.4
8	75	4.98	20.57
8	76	5.05	20.74
8	77	5.11	20.91
8	78	5.18	21.08
8	79	5.25	21.25
8	80	5.31	21.42
8	81	5.38	21.58
8	82	5.45	21.75
8	83	5.51	21.92
8	84	5.58	22.09
8	85	5.65	22.26
8	86	5.72	22.43
8	87	5.78	22.6
8	88	5.85	22.76
8	89	5.92	22.93
8	90	5.98	23.1
8	91	6.05	23.27
8	92	6.12	23.44
8	93	6.19	23.61
8	94	6.25	23.78
8	95	6.32	23.95
8	96	6.39	24.12
8	97	6.45	24.29
8	98	6.52	24.45
8	99	6.59	24.62
8	100	6.66	24.79
9	0	0	9.05
9	1	0.07	9.23
9	2	0.14	9.41
9	3	0.21	9.59
9	4	0.28	9.76
9	5	0.35	9.94
9	6	0.42	10.12
9	7	0.49	10.3
9	8	0.56	10.47
9	9	0.63	10.65
9	10	0.71	10.83
9	11	0.78	11.01
9	12	0.85	11.19
9	13	0.92	11.36
9	14	0.99	11.54
9	15	1.06	11.72
9	16	1.13	11.9
9	17	1.2	12.08
9	18	1.27	12.25
9	19	1.34	12.43
9	20	1.41	12.61
9	21	1.48	12.79
9	22	1.55	12.97
9	23	1.63	13.15
9	24	1.7	13.32
9	25	1.77	13.5
9	26	1.84	13.68
9	27	1.91	13.86
9	28	1.98	14.04
9	29	2.05	14.22
9	30	2.12	14.4
9	31	2.19	14.57
9	32	2.26	14.75
9	33	2.33	14.93
9	34	2.41	15.11
9	35	2.48	15.29
9	36	2.55	15.47
9	37	2.62	15.65
9	38	2.69	15.83
9	39	2.76	16
9	40	2.83	16.18
9	41	2.9	16.36
