"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点01RH Monitor: Sum of RH","点02RH Monitor: Sum of RH","点03RH Monitor: Sum of RH","点04RH Monitor: Sum of RH","点05RH Monitor: Sum of RH","点06RH Monitor: Sum of RH","点07RH Monitor: Sum of RH","点08RH Monitor: Sum of RH","点09RH Monitor: Sum of RH","点10RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点14RH Monitor: Sum of RH","点15RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点19RH Monitor: Sum of RH","点20RH Monitor: Sum of RH","点21RH Monitor: Sum of RH"
330,41.7359001724976,40.306445984405,40.3064494023118,40.3064462242094,0,1,1,1,41.2252458866618,41.4860043151142,41.0091846082279,40.3129118909851,40.4579793406561,40.5205915539407,40.6386724079762,40.6829212018183,40.7327935346936,40.8217872105301,40.9486358425824,41.0162217460244,40.9218902424074,40.8420417075417,40.8490983743295,40.7851262035197,40.4499291116553,40.3103841947481,40.6175455956997,40.6808563716772,41.02240721485,41.8437935985532,41.8968466218814,41.4424760090795
360,41.6043296002526,40.3064272363352,40.3064237160962,40.3064193622966,0,0,0,0,41.3594051743122,41.5013681166766,41.1962854568056,41.1917969890994,41.0341350963167,41.0126673673989,41.0438390741189,41.2049767415098,41.1816370912676,41.0968836686554,41.2224319734865,41.1679687938389,41.1582761307133,41.2062329921929,41.1649509198932,41.0457804081096,41.1478189843938,41.1306994328753,41.2138838411483,41.11260456829,41.1315658904604,41.6941337546897,41.5353201706897,41.3276740609103
390,41.4887373632226,40.3064507370492,40.3064437291954,40.3064455159753,0,1,1,1,40.4256501716751,40.6235591485121,40.6502124572388,40.3076627351187,40.7808174975406,41.0875026914364,41.1646009919558,41.2180965324553,41.237714812855,41.2125706056001,41.3643990759555,41.3403043164562,41.3648146087278,41.3487977807805,41.1613816491581,41.0521461545048,40.310405903311,40.3079630297675,41.1341182638513,41.0343349579231,41.0555723337247,41.6749985970998,41.2947893227251,41.1855775914167
420,41.32264972078,40.3064941908562,40.3064981172455,40.3064904535758,0,1,1,1,41.2849824445331,41.3333558972463,41.1191793012984,40.3174377268142,40.4127625216272,40.9142471984441,41.1087419352475,41.1674537051264,41.1887033926723,41.1637462692182,41.3178825522584,41.2602053843041,41.1705732579473,41.1130198880664,40.8874750748358,40.7960085887057,40.5436819554691,40.3145761336004,41.0367790727724,41.1219558024253,40.8872361215513,41.4387722124981,41.1785515242962,41.3531818865743
450,41.1515561073367,40.3064625165906,40.3064558619403,40.3064576425905,0,1,1,1,41.2900224684775,41.2185859149049,40.9674393159889,40.3122782484677,40.4286882564176,40.5074051904788,40.8052806770059,41.0935249431568,41.104931911996,41.0140008708836,40.9942480637389,41.0021937837302,40.8591505138895,40.7091286491102,40.5645710651641,40.5417295678546,40.4968822388526,40.3105870521789,40.5129492700555,40.6887309975656,40.7423218600855,41.2340520449339,41.1138022218593,41.318093015703
480,41.0319900754732,40.3064261678483,40.3064237514374,40.3064191417713,0,0,0,0,41.1741615523136,41.1311743827766,40.9138114602082,40.766535886644,40.8881052760147,40.7095738074386,40.7811654266932,41.0271556992679,41.0142146419442,40.9273386106135,40.9126847473401,40.9565194227307,40.8747698991044,40.7418020842051,40.7061254481677,40.740933549543,40.6769611700303,40.5546960648666,40.8037294572533,40.8754493127581,40.791483556517,41.1457603579713,41.1352755537836,41.1488025072756
510,40.9701791346971,40.3064377102084,40.306439372745,40.3064349680328,0,0,0,0,41.0368825954289,41.0450248596371,40.8865264923258,40.7506799128846,40.9928348515294,40.891016589804,40.7883097061722,40.9374566629149,40.9544383093181,40.8833525060718,40.9594879425962,40.9468807114096,40.8804143211617,40.8059620798161,40.9081308266474,40.9076103300241,40.7611723437391,40.6528317114478,40.9571816279717,40.9076272073247,40.8587637408328,41.1092833072784,41.093011475748,41.0728783702157
540,40.9481736484446,40.3064314917421,40.3064347258704,40.3064318597241,0,0,0,0,40.9866175552071,41.0246115593114,40.8763747018266,40.9746084209403,41.0077648691868,40.9376476936857,40.8464330751673,40.8936338738905,40.9229555213705,40.865374540652,40.9288181185224,40.9327087070728,40.8873518297262,40.8922285119418,40.9927189646798,40.9780886444154,40.8407382700753,40.7297322756229,41.0105488604802,40.9384879826362,40.9179398669182,41.0956454959315,41.0703972205071,40.9989061669881
570,40.9493399767645,40.3064376796507,40.3064370046953,40.3064372323832,0,0,0,0,40.9761706128807,41.0222012858519,40.8668707468246,40.9045052250047,41.033643404939,40.9585817823481,40.8988461436278,40.8891495731814,40.9057986722813,40.8673191609437,40.9051165903922,40.9183129962395,40.9040537444366,40.9433847731303,41.0155553691803,41.0022377617363,40.8748167602866,40.7650806120995,41.02614554491,40.957838619537,40.9614345430148,41.0837849755711,41.0618759622198,40.9434109834773
600,40.9576714255642,40.3064367508168,40.306436628379,40.3064358484411,0,0,0,0,40.9487505110598,41.0129661353127,40.8728826713263,40.6883447845068,41.0383713989618,40.9803852253426,40.9307541005502,40.8989635646813,40.9006744239461,40.8764599641081,40.9202574441161,40.9181450578825,40.9231883221769,40.9669975066629,41.0127373579934,40.9854325834414,40.8638991853891,40.5461209836337,41.0207154317049,40.9650462322822,40.9836806908829,41.0735533919364,41.0709605524719,40.9363136782989
630,40.9664857989519,40.3064376155973,40.3064375730871,40.3064369993964,0,0,0,0,40.9365933803691,41.0060517997922,40.8756334961428,40.4347870209843,41.0271412959477,40.9966625145934,40.9498878517687,40.912726197268,40.9018730468837,40.8866110920172,40.9429307938195,40.9276687838875,40.9400221589286,40.974254861299,40.9983288559066,40.9700280433747,40.8605262595206,40.6999629948687,41.0121401090127,40.9679095866823,40.9930973496916,41.0632168828095,41.0805982325636,40.9391801454233
