,CCS,CCS_M,low setting,medium setting,high setting,DQN,PID,PID_M,RH-rainbow
FV,2.2068977837205916,2.3328467184102095,1.5983592889589822,1.061239346498791,0.8866599629476104,1.6306070702930207,1.9452492211969665,1.6520116622014036,1.3730299384794946
EC,0.7966666666666667,0.755,1.5049999999999997,2.7550000000000003,4.005000000000001,0.8216666666666669,0.8966666666666667,0.83,1.0883333333333336
UF,1.9928241857633484,1.304233146912366,1.2812172813611062,0.7312117813277962,0.6057960962386256,1.195378302729921,1.4537708319548708,0.9594794388356555,0.9515289271332475
R,-10.659928915631552,-11.171143566179275,-8.865950133648754,-8.115577059244561,-8.996636499930915,-8.099954038540815,-9.615843717608573,-8.20738581323965,-7.296412500935504
