,0
0,44.22578
1,18.187702
2,30.854694
3,15.652105
4,8.945687
5,7.2049794
6,4.0593085
7,11.58387
8,6.6358004
9,9.79467
10,6.205636
11,11.036901
12,3.8503714
13,2.474907
14,4.7368436
15,7.9202123
16,21.419369
17,3.2175732
18,9.800612
19,1.4820541
20,3.510444
21,2.9387858
22,3.6671262
23,2.3363192
24,5.3743753
25,8.966211
26,4.468444
27,2.6221542
28,2.5435872
29,2.1109161
30,5.295535
31,5.325165
32,4.1155868
33,8.084137
34,10.317805
35,6.7247
36,8.8025465
37,5.218767
38,1.5970042
39,7.8127475
40,2.0214527
41,3.727271
42,3.3458545
43,2.4778285
44,4.9951167
45,2.9250586
46,7.4839277
47,4.8187327
48,6.791346
49,1.7775432
50,3.0925946
51,4.0973454
52,1.931752
53,2.758756
54,3.3998978
55,2.335622
56,1.6961887
57,1.9495873
58,3.341847
59,3.2089574
60,1.9507017
61,2.441306
62,3.8713317
63,5.627737
64,3.9238162
65,10.043968
66,7.7941203
67,2.2292888
68,4.417934
69,2.2762053
70,2.8004138
71,1.6347507
72,3.6507735
73,2.266157
74,4.544266
75,2.125963
76,6.368175
77,2.8668094
78,7.2439933
79,2.3862572
80,6.417308
81,1.8532428
82,6.3020825
83,3.6091933
84,3.4239955
85,3.9608066
86,2.371052
87,5.086745
88,3.5088854
89,2.2387917
90,4.464601
91,7.2046256
92,3.448258
93,6.5150833
94,5.635756
95,3.1556027
96,7.5934916
97,7.2591105
98,6.696884
99,3.687805
100,5.3361816
101,2.301483
102,8.477734
103,9.868716
104,4.8299074
105,6.1692257
106,4.3821063
107,8.545245
108,3.851893
109,7.3737783
110,4.9968953
111,3.3459074
112,4.6114206
113,5.85828
114,7.977887
115,4.1277943
116,2.5073674
117,5.051838
118,4.237279
119,4.274248
120,3.0162654
121,7.885329
122,4.485097
123,6.126721
124,4.175064
125,6.05628
126,6.101283
127,3.1332388
128,10.583837
129,6.5736775
130,8.748214
131,8.833964
132,5.3495264
133,6.830612
134,12.040752
135,6.5371003
136,8.62218
137,5.6743813
138,2.709874
139,3.7771473
140,3.787639
141,3.7181406
142,10.035633
143,6.24773
144,8.863778
145,6.5374713
146,4.2489552
147,6.405038
148,8.404577
149,9.86426
150,4.9627824
151,5.7656956
152,8.676218
153,2.7472508
154,10.838676
155,17.116573
156,2.229079
157,4.865801
158,3.5939167
159,9.44197
160,8.127609
161,5.2054157
162,12.756346
163,12.572952
164,7.8467445
165,14.356256
166,7.6344166
167,12.205708
168,6.099512
169,16.690874
170,13.330695
171,5.0186605
172,17.79518
173,16.444975
174,8.005495
175,5.41419
176,3.4161038
177,18.192934
178,4.4179077
179,15.429871
180,14.304711
181,6.133717
182,15.304312
183,7.260922
184,5.072604
185,18.613647
186,11.160517
187,1.7694149
188,17.141565
189,12.469185
190,5.641348
191,10.566341
192,15.073378
193,12.776824
194,15.951709
195,10.665151
196,14.063211
197,11.334024
198,17.619623
199,6.9009275
200,2.7645214
201,13.604061
202,15.548186
203,14.805782
204,16.484024
205,12.783462
206,18.051609
207,19.803944
208,10.64499
209,5.5761476
210,15.569518
211,7.548568
212,10.259182
213,7.517487
214,12.465277
215,7.6404963
216,20.462023
217,12.579936
218,16.127504
219,12.092753
220,14.149178
221,9.136136
222,19.661942
223,12.476082
224,14.966396
225,15.99762
226,23.749138
227,15.081926
228,18.401283
229,16.232647
230,17.396832
231,18.75866
232,13.275013
233,8.103136
234,26.493477
235,13.926176
236,16.537302
237,8.321381
238,10.853672
239,18.394386
240,18.291918
241,11.200119
242,18.041065
243,11.486413
244,12.550556
245,7.270423
246,10.926028
247,25.864693
248,21.262863
249,14.233856
250,17.85416
251,7.8523817
252,12.497568
253,5.2422795
254,13.145988
255,19.160505
256,17.158281
257,14.04949
258,10.445066
259,15.180352
260,6.359075
261,19.07035
262,7.669632
263,17.952066
264,23.025179
265,10.393562
266,6.3187294
267,14.4888315
268,7.661897
269,6.3192987
270,16.611273
271,12.958016
272,18.09101
273,6.140129
274,23.889406
275,19.766796
276,3.884361
277,14.316993
278,4.382757
279,10.530375
280,13.346922
281,8.884974
282,4.7675724
283,11.129015
284,12.258571
285,14.5229
286,17.391773
287,14.308486
288,11.083513
289,22.655462
290,11.329727
291,12.247004
292,18.068602
293,13.4792
294,2.7440577
295,24.317638
296,12.103518
297,12.619358
298,10.404904
299,10.745505
300,3.0167084
301,9.423191
302,16.609339
303,13.252062
304,10.772086
305,5.1027794
306,10.022747
307,15.3861475
308,11.634415
309,5.6188765
310,8.553806
311,12.977514
312,14.415903
313,15.410927
314,13.4762125
315,11.36239
316,11.010891
317,10.458834
318,11.414545
319,15.60549
320,15.272091
321,10.77807
322,11.74764
323,12.115805
324,8.914964
325,17.924984
326,9.10181
327,10.533719
328,8.805935
329,9.545481
330,5.032643
331,8.04061
332,7.038015
333,13.076566
334,16.003384
335,12.549073
336,6.62597
337,11.880245
338,7.845034
339,13.633485
340,25.652615
341,10.802095
342,16.283401
343,17.943562
344,20.032242
345,16.981659
346,8.652097
347,18.569902
348,10.930801
349,6.3955803
350,11.990887
351,19.956963
352,10.017542
353,15.064071
354,8.519691
355,23.723864
356,14.283203
357,14.766296
358,12.542116
359,17.655624
360,18.793373
361,15.285172
362,7.346798
363,8.290579
364,20.36348
365,16.446594
366,7.184332
367,8.669703
368,7.8631625
369,6.8322496
370,21.454327
371,12.745068
372,18.553772
373,11.29322
374,12.650807
375,15.182862
376,3.3018794
377,19.4296
378,9.371458
379,20.594532
380,15.212984
381,19.380447
382,12.959154
383,14.451089
384,22.092709
385,14.786877
386,29.41203
387,26.223866
388,26.532825
389,12.196602
390,10.4699745
391,14.745692
392,14.313129
393,22.113064
394,11.422077
395,28.747948
396,10.078676
397,19.060005
398,22.321705
399,17.651377
400,22.952265
401,8.622489
402,12.3876295
403,14.125394
404,9.070511
405,20.571213
406,6.688882
407,6.8577595
408,14.714819
409,7.739704
410,6.038975
411,19.58084
412,17.219711
413,10.126656
414,9.026958
415,10.240078
416,10.530582
417,19.482098
418,17.073677
419,20.975988
420,15.9470005
421,7.9536777
422,19.449501
423,17.068615
424,11.363208
425,5.304085
426,19.234272
427,22.487759
428,7.702191
429,9.002448
430,7.5495396
431,14.774242
432,15.536122
433,11.360851
434,18.601582
435,20.292171
436,18.619785
437,8.827059
438,7.845812
439,12.183017
440,5.9062853
441,19.734577
442,17.611614
443,9.512243
444,2.887508
445,16.81089
446,3.1012464
447,15.766601
448,19.497719
449,7.3752317
450,7.864824
451,10.719692
452,19.86871
453,13.339794
454,9.754946
455,22.602785
456,19.395458
457,19.456451
458,12.709121
459,22.018234
460,18.209057
461,17.486061
462,8.190577
463,16.907345
464,25.73836
465,7.2857437
466,27.417137
467,26.324066
468,15.114972
469,10.203901
470,4.310465
471,18.902704
472,14.23691
473,14.741364
474,8.713272
475,14.681072
476,38.776756
477,5.5658255
478,4.3857136
479,28.099106
480,10.192527
481,13.913536
482,11.170096
483,8.133268
484,12.740274
485,25.855843
486,11.188132
487,10.64972
488,14.273215
489,11.964445
490,12.256968
491,11.099369
492,10.5937805
493,11.3870125
494,12.636047
495,11.41864
496,14.317137
497,22.082123
498,12.863762
499,16.608383
500,14.13213
501,18.948256
502,25.171204
503,8.018265
504,9.042443
505,6.191313
506,28.413685
507,7.9905305
508,13.85386
509,19.475904
510,12.742192
511,7.100363
512,11.612394
513,13.999596
514,12.092804
515,13.792515
516,6.188093
517,22.264442
518,3.3462787
519,11.908928
520,4.812582
521,17.401722
522,9.73834
523,15.553536
524,10.335209
525,22.406937
526,16.827927
527,8.737572
528,8.09635
529,20.038689
530,15.059582
531,27.881855
532,13.576946
533,18.281445
534,6.2898865
535,16.122046
536,2.7243042
537,22.908329
538,10.331242
539,26.787762
540,9.385862
541,17.22433
542,11.64142
543,10.487664
544,10.093653
545,13.240919
546,17.03979
547,17.976135
548,13.805763
549,12.656681
550,15.354586
551,12.715886
552,13.327366
553,14.711575
554,11.705062
555,8.909954
556,5.3179483
557,20.71896
558,20.395004
559,8.04368
560,19.264633
561,18.550453
562,17.854053
563,19.247932
564,12.812877
565,4.6254478
566,16.00642
567,9.481454
568,18.129803
569,17.518599
570,8.078303
571,12.8006115
572,13.075828
573,19.90234
574,11.8388815
575,11.539728
576,14.576447
577,7.0084953
578,19.723509
579,12.456146
580,9.641064
581,12.001872
582,9.787499
583,4.9380445
584,8.786701
585,5.920516
