"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点02RH Monitor: Sum of RH","点04RH Monitor: Sum of RH","点06RH Monitor: Sum of RH","点09RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点20RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826664523,49.9690826629988,49.9690826629985,49.9690826629985,49.9690826629983,49.969082666521,49.9690826665147,49.9690826629956,49.9690826629969
60,49.9589192224445,40.3064490973902,40.3064384877953,40.3064512040342,0,2,2,3,40.858276620876,40.8548055452088,40.6723066297431,44.2978122357046,49.9203154711115,49.9690359169693,45.9978325151248,49.9690619005661,45.7007307974032,43.8779095868385,48.7193756853947,43.2490477290904
90,47.2864901112484,40.3064681258177,40.3064814791144,40.3059390302046,0,2,2,3,42.6769467315848,47.0525481934991,47.2021909328978,40.6407231941907,43.9940545772019,47.8873835860294,45.1982215528432,45.7119683563599,41.0293850998167,41.3212566771293,43.8084970288819,44.4904756953011
120,43.7843716653432,40.3063941471924,40.3065048574816,40.3063667999316,0,1,3,3,43.5461727609139,44.9243174719289,44.9341918368723,40.9584921975008,41.6712866871654,43.4625733052881,43.2870256713236,42.2032967525946,42.2363990461234,41.2509909972425,41.3544184636622,45.0118974844465
150,42.5710544792169,40.3064917611736,40.3066196215647,40.3069186811357,0,1,3,3,43.3384867794984,43.090990493047,44.1304464950581,41.1783782977965,41.4561975105739,41.7048997146304,41.837227103322,41.7040087443821,41.5080895049507,41.0731189022763,41.2784053343511,43.4899564978613
180,41.8267447926183,40.306452451867,40.3065570288609,40.3064613320952,0,1,3,3,41.5356939972486,41.7535580707312,43.0382033486195,40.8198178654618,41.9305607188359,42.0642756497198,41.3496750108673,41.2640395837416,40.9691020853613,41.1948036511161,41.800684613015,41.6293483683426
210,41.6565536242051,40.3064613081605,40.3066027543293,40.3067350273834,0,1,3,3,41.5195886964258,41.4269896360011,42.1436489998109,40.5023846035378,41.5245729762309,42.0468786320123,41.2770865356139,41.168773631908,40.6682538907057,40.8636793027567,41.1218400848946,41.5020922573216
240,41.4885121352843,40.3064820216384,40.3067008963135,40.3069669203651,0,1,3,3,41.2469849287431,41.1205145566375,41.4907785897563,40.7585617688908,41.015349513624,41.9008781788317,41.182691213767,40.8765408772814,40.5889906118549,40.6983537270054,40.7789273857263,41.1525790249294
270,41.2495793374634,40.3065295754043,40.3066158390337,40.306777083966,0,1,3,3,41.1405913034214,40.8851436147761,40.9628371159326,40.8174840767572,40.8671633851224,41.4562680008718,40.9006568267806,40.7322313986053,40.5692567407079,40.5461321795048,40.6136864511402,40.8773093989142
300,41.1377276971852,40.3065144003693,40.3063869090178,40.306726760969,0,0,0,2,41.028316350136,40.868541579242,40.8712029580917,40.9201214488963,40.9102858876069,41.2729008166993,41.0013597008459,40.8744071465242,40.6045893242647,40.9379581365939,40.8338152796213,40.9150003523238
330,41.1375166658461,40.3064060004392,40.3064538866014,40.3066179205237,0,0,0,2,40.9130550622035,40.7583284374349,40.8568620710512,40.9097611034738,40.9605463899556,41.0770897789968,40.8796594684367,40.7613448505603,40.5384887972179,40.955301269162,40.8222793780482,40.8822783978031
360,41.1416733478204,40.3063120988455,40.3063535825121,40.306439325013,0,0,0,2,40.8905623337507,40.67640046974,40.8278673527888,40.9237765946734,40.9810880881625,40.9885546622918,40.8681002172054,40.7206256633292,40.4820531770699,40.7932175226937,40.7722831545295,40.8170696511352
390,41.0721510888613,40.3065502661457,40.3065163486099,40.3066709917511,0,0,0,2,40.8361730058542,40.6668048269365,40.6870643994338,40.8506730090068,40.9518410687123,40.9420263740919,40.8243184883994,40.7064059282095,40.5551668452475,40.7287454142656,40.7339443947476,40.7629824181765
420,40.9681284677438,40.3064307503849,40.3064258221438,40.3065350979756,0,0,0,2,40.7818159585174,40.6100784198898,40.7474581276222,40.8116985906157,40.9009038000633,40.9158601541659,40.7869365327505,40.707774249356,40.5233266790652,40.6582280521004,40.6951233571194,40.7248069864842
450,40.7423269808691,40.3066047169711,40.3064098575138,40.3065388982062,0,2,0,3,40.5176242564439,40.5575590518329,40.6038229474018,40.3831916137451,40.6689435702894,40.7761416733799,40.7267063593174,40.6468800777716,40.4628787359237,40.5926122275543,40.6241555140575,40.6916292576837
480,40.5457731504508,40.3060062663861,40.3064252418338,40.3064901772019,0,2,0,3,40.5868785077006,40.5239415889569,40.6126680522174,40.3236780968913,40.4226853391553,40.5504816562472,40.6420341174362,40.5157910764225,40.3947473263544,40.5146414571797,40.5409081287868,40.630309069927
510,40.4782310659807,40.3065549266287,40.3064335904825,40.3067960317236,0,2,0,3,40.4820757031031,40.4567681969885,40.4434299079709,40.3515687187577,40.3665757322706,40.4196521663283,40.4321144067613,40.3794268591811,40.3479025158799,40.4856171896123,40.5455346167032,40.5346461808387
540,40.4656197469534,40.3065022232556,40.3064470532085,40.3065943044942,0,2,0,3,40.4436127006984,40.4030742437258,40.4022606028103,40.3234667798352,40.3614968253512,40.386158775224,40.4052270218838,40.3760805585398,40.340688639519,40.4530551717226,40.43544183784,40.4761587927972
570,40.4177919395685,40.3065566459739,40.3064543290349,40.3066654510525,0,2,0,3,40.3877893192339,40.4131673827754,40.3802017341887,40.3262573139249,40.3495926342133,40.3746644041395,40.3688235402474,40.3491493149425,40.3308810673157,40.4270765161612,40.4376884503222,40.4016221715956
600,40.4030536150463,40.3063285399563,40.3064715473562,40.3062052107521,0,0,1,0,40.4067724598778,40.3848254957647,40.3970412511464,40.3938687901914,40.3886907023859,40.399591105528,40.4118502553691,40.396255575316,40.3879602397384,40.3973700213033,40.3950981030133,40.4194697669023
630,40.4038193451622,40.3066808751121,40.3065755498201,40.3067075912633,0,0,1,0,40.4085582159311,40.37279771545,40.405525187543,40.4062275745617,40.4031047006596,40.4033707427477,40.4181980167657,40.4098088797647,40.4087892195171,40.3905710858221,40.3916523264112,40.4196944114806
