"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点02RH Monitor: Sum of RH","点04RH Monitor: Sum of RH","点06RH Monitor: Sum of RH","点09RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点20RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826664523,49.9690826629988,49.9690826629985,49.9690826629985,49.9690826629983,49.969082666521,49.9690826665147,49.9690826629956,49.9690826629969
60,49.8794948806926,40.3064702634964,40.306438151755,40.306461641295,0,3,1,3,40.6693823579191,41.9582197742368,40.6723326493252,43.16235748033,49.5982548808154,49.9638483880717,44.6652281877021,49.9690544603908,46.2917384095795,45.0653232651819,48.6555606169406,43.2156521852253
90,45.9707072032667,40.3056075674465,40.3064534769394,40.3055845552241,0,3,1,3,42.3944942398685,45.2785433869081,47.5036874931009,40.5234031155115,42.3403247250662,46.15710090127,44.4440391367073,46.2824508466131,41.1059920245211,43.3003641618568,45.8362352192869,44.4997772671238
120,42.861976955161,40.3063152544085,40.3064455463761,40.3063621927405,0,2,2,0,41.4858081360274,43.1403064217905,45.5835921327232,40.5903798202269,40.7562166066267,42.184041467189,44.4714349293117,46.49827297225,44.5503076086638,41.0021903431385,42.0811064133069,44.7020763259909
150,42.3164934237519,40.3066828560422,40.3064808588515,40.3064016434597,0,2,2,0,43.0726836808643,44.4890130343954,43.7503910630043,40.7893084508506,40.9726959127257,41.3304411805962,44.8017930900463,44.3111527946366,43.7732606444897,41.5709435832171,42.0317702125791,44.1089317139707
180,42.471448401493,40.3062833094165,40.3064765781706,40.3063591160322,0,2,2,0,43.9105812997758,44.5893961752808,42.1805299657134,41.081289134054,41.3464090165055,41.5145228265191,43.5849271955141,42.9781617572641,42.5108379420307,41.1268829455683,41.3366399334108,43.003430873885
210,42.5594437086873,40.3065316192269,40.3064906338283,40.306490767439,0,2,2,0,43.425947286596,43.6601104062913,41.7667111373867,40.9216876255351,41.3921504753003,41.484074876972,42.5043819723556,42.2188935501228,42.0174282862511,40.9509157601298,41.3074932117118,42.8470275988617
240,42.5616282144405,40.3065176784166,40.3065303427234,40.3064294081195,0,2,2,0,42.5616189205319,42.7712565807944,41.5277934448778,40.7777315637554,40.8627821303797,41.0572590977174,41.9383267358651,41.7827573423359,41.7582705071515,40.8407424769835,41.2418912639948,41.8876659702883
270,42.2568049974433,40.3064921886679,40.3064969130289,40.3064162947152,0,2,2,0,41.9959222118143,42.0191484688667,41.2293205444863,40.5894684920169,40.7447372805276,40.9343338623438,41.6000567461225,41.522600860977,41.5694761730465,40.7935694177195,41.2022934404969,41.4888195280906
300,41.9305768591764,40.3064753130111,40.3064673390529,40.3064198353305,0,2,2,0,41.690061903842,41.6466047699553,41.084034969539,40.5240163300581,40.7431122299213,40.8857169197374,41.4157663672825,41.3985998223836,41.3502168392829,40.7302376878002,41.0472648064843,41.435017891459
330,41.6364917589091,40.3065156093053,40.306500330258,40.3064260449856,0,2,2,0,41.4012244649715,41.4072881753354,40.9946316810334,40.5424724305012,40.7656333659694,40.8803828980607,41.2772434938108,41.2493512381728,41.1434134175908,40.5974276761407,40.7998125030656,41.154687798147
360,41.3859692267477,40.3065038794935,40.3064979418005,40.3064140020825,0,2,2,0,41.2207846378903,41.212915037856,40.8921960518871,40.506198736016,40.6965275912693,40.7940478703249,41.117711030375,41.0584864561089,40.9538208106612,40.5248554654059,40.6269201783753,40.856458938239
390,41.1073175162383,40.3064827831405,40.3064791704173,40.3064037418992,0,2,2,0,41.0976720765262,41.0564129032769,40.8146056841319,40.4845351691376,40.6413066967319,40.6763656687203,40.9768441928343,40.915594726962,40.8648750269974,40.4897212669634,40.5617137990327,40.6853664330128
420,40.9522288084507,40.3064704733371,40.3064150746962,40.3066478175927,0,1,0,2,41.0098242972807,40.9327704249258,40.5881648397009,40.5297228793351,40.6953847961685,40.7056901335927,40.8460376931816,40.8095919808226,40.4490178014939,40.834344700523,40.744791770236,40.7179456260779
