"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点02RH Monitor: Sum of RH","点04RH Monitor: Sum of RH","点06RH Monitor: Sum of RH","点09RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点20RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826664523,49.9690826629988,49.9690826629985,49.9690826629985,49.9690826629983,49.969082666521,49.9690826665147,49.9690826629956,49.9690826629969
60,49.5722627362212,40.3064509801694,40.306438873426,40.3064291574815,0,3,3,2,40.6694019975576,40.6657953782543,40.8672214838432,42.8069362935884,48.6736634637761,49.8421270310301,44.2857012760568,49.3633613346634,49.4025035440656,42.6934384382473,47.1975880260663,44.6816649472327
90,45.7456310977758,40.306343251275,40.3063704492107,40.3068467705528,0,3,3,2,42.0462346885291,46.5649524859486,48.5245319483738,40.5136821451323,41.8739445662194,45.8974619816995,43.9126072542278,48.3855631918315,41.5141530683665,40.9355430122204,42.2033667983421,45.1916493829257
120,42.2759129247979,40.3063683465607,40.3064757108239,40.3064987671723,0,3,1,3,43.5011888674109,44.9411438640701,45.0035389059035,40.6282121274056,40.7743767351764,41.3329135170476,43.0101319436665,41.6601798111746,41.0351174511085,42.1614213144713,42.1094941292042,44.5808128430749
150,42.1614457641039,40.3067586668163,40.3064627987448,40.3065498003343,0,3,1,3,42.6867287173465,42.78799752755,41.8451774684478,40.7580519166165,40.7813887991748,40.8584268811596,41.3567223283567,41.4227004146765,41.4348139670564,41.5815305255682,42.3841077184158,43.5449460520544
180,41.5528563240923,40.3065724866079,40.3064578883942,40.3065041538284,0,3,1,3,41.3538850613791,41.2405853394483,41.566835969109,40.4951691818927,40.6374098155379,40.6809003808602,41.0614578489905,41.0923495639228,40.850131516762,41.0493258017677,41.9343762883854,41.6995765444796
210,41.1924712650577,40.306590310549,40.3064823916866,40.3063402989548,0,3,1,3,40.8676005499687,40.7266977126134,41.0698665688457,40.4169759217834,40.5860867592906,40.6783977617318,40.9364644344205,40.931613958378,40.5078661611479,40.8565403000935,41.9496084751821,41.2947066739438
240,40.9298321967999,40.3065774152674,40.3065145090107,40.3064680619081,0,2,2,3,40.6489155806448,40.6638952803081,40.7818600548996,40.4142206791056,40.51482969008,40.609463823862,40.8028902158942,40.6208550437684,40.4141878147198,40.4635993981603,41.285930405965,41.0925830633417
270,40.8355861860472,40.3067848700839,40.3064272278557,40.3064588651335,0,3,1,0,40.7821760750484,40.6250965583161,40.6245778131383,40.3876992710672,40.4288891279439,40.4780398144625,40.8964992747605,40.7272816076607,40.6413997693983,40.5117037314829,40.936000909813,40.7609721619958
300,40.6795882375264,40.3064137390777,40.3064206156921,40.3063524017975,0,3,1,0,40.7088622058306,40.5741553190243,40.545873923121,40.3766412921587,40.4704067952892,40.5305592979291,40.7506365270308,40.6555881468339,40.6304859230454,40.4089737133096,40.75328431143,40.5992395380955
330,40.5911155467109,40.3065357827077,40.3064464715216,40.3067288527066,0,1,0,1,40.6588150058406,40.5572745284743,40.5216522181741,40.4196129139083,40.5364137821168,40.5707258891699,40.736683646201,40.6786405980005,40.616556047562,40.5897004286356,40.6227689341871,40.4586742278247
360,40.5593288889888,40.3064822832992,40.3064367184809,40.3063474914377,0,1,0,1,40.5499136970429,40.5740947980611,40.4718720104239,40.3558781596081,40.4675671328886,40.5605586992577,40.6394760702811,40.6956172711949,40.6554761964945,40.63943226824,40.5217841617373,40.5207430344286
390,40.5474263401973,40.3063888761171,40.3064330324524,40.3063590892227,0,1,0,1,40.5154344005782,40.5899245856589,40.4377518402547,40.3467943753405,40.4003492857624,40.5487577111407,40.5189581866125,40.6565425574657,40.6426109242283,40.6217202956948,40.5224944843771,40.4818141683923
420,40.5202163046565,40.3064677642146,40.3064393947424,40.3064204040423,0,1,0,1,40.4827264482901,40.5567393076281,40.4789698196216,40.3425955453484,40.3935280269965,40.4972306892565,40.4786644086681,40.6333063203329,40.4909390972087,40.5801026205827,40.5188036332787,40.4907905231343
450,40.4438752468216,40.3064806108065,40.3064372215633,40.306455001314,0,1,0,1,40.4616616397495,40.5445434345898,40.4662049141412,40.3571078508754,40.3883413629504,40.4472427516912,40.5304547604899,40.613148808359,40.3543111489015,40.5351556896189,40.4978902654563,40.4584960330327
480,40.4215202269794,40.306403191189,40.3064398496221,40.3063931765645,0,0,1,0,40.4540591660735,40.355216242966,40.4721826077833,40.4312838063345,40.4143338975811,40.4454015521769,40.5234058780349,40.5901663734699,40.4453585667907,40.4469359904503,40.4937518994933,40.4699895935939
510,40.4242631463387,40.306554455451,40.3064565870197,40.3065466032796,0,0,1,0,40.4413446757424,40.4321330023685,40.4849427541392,40.4476594437445,40.4347809132845,40.4455966286988,40.4843451573749,40.5584743700676,40.4712408186079,40.3270061483644,40.4930204006459,40.493888510676
540,40.4309387262508,40.3064385734041,40.306441262002,40.30643814648,0,0,1,0,40.4437113613798,40.424644883743,40.4916661306824,40.4543545453441,40.4436016778581,40.4448845163747,40.4747595483564,40.5300037782287,40.4757086488685,40.3502914822004,40.4797428213801,40.4809945043113
570,40.4351328471691,40.3064048991515,40.306452756573,40.3064093486135,0,0,1,0,40.4438286119083,40.4429774641547,40.4767901698069,40.4489261981308,40.4439540651786,40.4521219171407,40.500802334424,40.5082518358373,40.4713257185146,40.3671092409869,40.3895688209048,40.4427443401754
