"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点02RH Monitor: Sum of RH","点04RH Monitor: Sum of RH","点06RH Monitor: Sum of RH","点09RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点20RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826664523,49.9690826629988,49.9690826629985,49.9690826629985,49.9690826629983,49.969082666521,49.9690826665147,49.9690826629956,49.9690826629969
60,49.5722627362212,40.3064509801694,40.306438873426,40.3064291574815,0,3,3,2,40.6694019975576,40.6657953782543,40.8672214838432,42.8069362935884,48.6736634637761,49.8421270310301,44.2857012760568,49.3633613346634,49.4025035440656,42.6934384382473,47.1975880260663,44.6816649472327
90,46.513122088016,40.3064539531214,40.3065288078418,40.3067937790654,0,2,1,3,41.8849561024214,43.4717145516982,46.8165871179408,40.6046557913431,42.7329878188891,47.0753118048573,44.3027883939619,47.4110524128359,41.1716195510386,43.0808343268455,45.8927427295845,45.1555448346434
120,43.1325708902115,40.3062758421116,40.3063499514544,40.3060139084513,0,2,1,3,43.4388048426928,44.8857619771278,45.9261490223281,40.644390088534,40.8715583090989,42.3826933391382,43.0977362509006,41.8760152668453,41.3639260904929,42.3153489564982,43.3786270573557,44.8138803529151
150,42.2840878648866,40.3066770792105,40.3064963887028,40.3068022698622,0,2,1,3,42.9247970453028,42.7012268635584,42.5436491475957,40.8018828811089,40.8540159527219,41.0331569794994,41.2775823923203,41.153653251806,41.0477763442073,41.8306864352711,42.2571986447529,44.5898699914168
180,41.6555565545671,40.3064708463467,40.3064407653206,40.3066511797384,0,2,1,3,41.6085907907063,41.367000976783,41.8283934460084,40.4848658740292,40.6391828386286,40.7606776959368,41.1701356658777,41.2418333237232,41.1144675855261,41.427211401535,41.9575925072966,43.6896047054651
210,41.3975933749726,40.3064790335535,40.30647130285,40.3063802257475,0,2,1,3,41.168365894167,41.0155739378055,41.267960075952,40.4786004240242,40.5176050236286,40.5844233921258,41.3275269832648,41.3215685737188,40.8518297704783,41.3736493525567,41.9487967594821,43.364642475436
240,41.1281790047367,40.3066167478267,40.3065292701162,40.3066626572931,0,2,1,3,40.9544433914424,40.8776738130108,41.0550719412647,40.5039267809481,40.5488538715029,40.6047472291337,41.0548573645002,40.900426623298,40.4974464019608,40.6695652217286,41.225557270069,42.3434108199968
270,40.9669155744062,40.3065435441049,40.3065030272773,40.3066553908099,0,2,1,3,40.6974670195158,40.7810156547186,40.6683246607319,40.4280502063667,40.5460170212729,40.5892369466981,40.6585533525819,40.5100424020687,40.4297794972265,40.5758211527906,40.7152107446262,41.375711450111
300,40.7904839564569,40.3064057209506,40.3064782028836,40.3063724786738,0,0,1,0,40.7431759005746,40.671510137197,40.8484298768693,40.6911695763255,40.7101178947119,40.6585646739283,40.8716376620564,40.8104033278951,40.8045072695005,40.5288123375514,40.8394789170958,41.0869528363281
330,40.7396425942744,40.3064919275953,40.3064408236631,40.3066439904499,0,0,0,2,40.7527566127773,40.774594285584,40.3129186528571,40.6953344969341,40.6748836821315,40.6148657961131,40.8567586282984,40.8337387481991,40.6529354518124,40.7639934272653,40.8230193045491,40.9290345983562
360,40.6794271797948,40.3064399302476,40.3064472679811,40.3062128453127,0,0,1,0,40.7276389090968,40.6128758810239,40.7130227352455,40.6784550778551,40.6535205160872,40.6569115727425,40.8292654756221,40.8121718508307,40.7420869066317,40.618462025653,40.718429409793,40.7873175499944
390,40.6138861198673,40.3065913976263,40.3064566142434,40.307009157563,0,0,0,2,40.7021700481921,40.7312434866078,40.3203037190429,40.6390613263878,40.5905753849313,40.6043455447365,40.7913113228106,40.7499050962226,40.5908618892036,40.7191142697101,40.7019743259476,40.7941819594282
420,40.5790580408679,40.3063904368024,40.3064225843745,40.3059955159918,0,0,0,2,40.6808754901541,40.7297320441441,40.6486832423668,40.6278892951026,40.5890335655288,40.5667939770985,40.6885509256993,40.5947057349752,40.343704949605,40.7248741245678,40.7088118131483,40.7691477227612
450,40.6000162947809,40.3064344168231,40.3064411184046,40.3063526246734,0,0,0,2,40.6457121937316,40.6267381897985,40.5343609216018,40.6520665642101,40.5868121959971,40.5881300101179,40.484483974068,40.4137209948147,40.3551518356996,40.6135072109016,40.6533417237517,40.7309660966075
480,40.6023629182236,40.3064796604935,40.3064330039287,40.3065467932312,0,1,0,2,40.3921786359763,40.4645298294911,40.5404028963071,40.4732250340632,40.5941010462119,40.5914234139897,40.4299596922355,40.4350345393143,40.4379664051824,40.468539152709,40.5416486700135,40.7067403531753
510,40.5598470238778,40.3063314910874,40.3064314094769,40.3064928486864,0,1,0,2,40.4701535430483,40.4176956932859,40.5360963362565,40.3479476134584,40.4648883839515,40.5001257089284,40.4356291198922,40.4394358249601,40.3828594990058,40.4748437238924,40.4946559440066,40.6742682027484
540,40.5190538327023,40.3062618443473,40.3065272409834,40.3062286631372,0,0,3,0,40.467217025214,40.2975673565158,40.5250303011018,40.406613851934,40.4854864205303,40.4953729031129,40.4672449959421,40.4903379619326,40.4848313449355,40.3275511578548,40.4066439916162,40.6511878568174
570,40.5241481267011,40.3076504973157,40.3066840157415,40.3076366369433,0,0,3,0,40.4578581325118,40.4733807105753,40.5120535056043,40.4722122098745,40.5143205432812,40.5006591899418,40.4994048445855,40.5112557977216,40.4724636853354,40.324646014331,40.3415274315562,40.4256283978336
