,CCS,CCS_M,low setting,medium setting,high setting,DQN,PID,PID_M,RH-rainbow
FV,1.3288183459342662,1.3552450030556547,0.9181364391157981,0.72756925596261,0.6612395958633773,1.1526734710127589,1.2154584540305204,1.1861529125248043,0.7223369347051316
EC,0.5049999999999999,0.5049999999999999,1.5049999999999997,2.7550000000000003,4.005000000000001,0.5216666666666667,0.5716666666666667,0.53,0.9216666666666667
UF,0.37628475161762776,0.38127055317258884,0.37633703506958804,0.25647754139273465,0.21277045390133428,0.22291160193224002,0.3542859267216089,0.22219471608661387,0.2723033409836625
R,-6.319682556704198,-6.438602513750445,-5.804947309354425,-6.614061651831745,-7.982244848051867,-5.549252841779636,-5.898451932026232,-5.711021439694952,-4.146071761728648
