,CCS,CCS_M,low setting,medium setting,high setting,DQN,PID,PID_M,RH-rainbow
FV,1.1525573933057485,1.1385549859939588,0.6119174656993467,0.5622006679251201,0.5388638368462405,0.9380232837637251,0.9031827774845875,1.0227799162385574,0.6215259966114759
EC,1.733333333333333,1.6499999999999995,7.525000000000001,13.775,20.024999999999995,1.9416666666666669,1.8583333333333334,1.9,1.858333333333333
UF,0.33087111098586525,0.16127659856020943,0.1612354094589857,0.08193645223804262,0.04742108278025553,0.04775232526561444,0.049875970151071765,0.047894876883568506,0.03354485114376312
R,-5.315397158764757,-5.230164103639481,-4.426961928980393,-5.869903005663041,-7.431553932474746,-4.405549221381207,-4.226544720902866,-4.775842956406841,-2.959089206973864
