,0
0,47.308838
1,169.06607
2,35.64152
3,11.731558
4,13.446011
5,38.495003
6,36.14388
7,13.4843025
8,7.806153
9,6.0871587
10,16.750725
11,24.042652
12,6.744138
13,8.592932
14,5.195918
15,4.522759
16,2.9146442
17,5.236477
18,3.4031782
19,3.98203
20,2.9758992
21,7.3873596
22,2.41317
23,1.4409305
24,2.6649132
25,0.8062941
26,6.8083525
27,2.0710063
28,2.003184
29,2.1865263
30,2.964322
31,8.633488
32,7.8463316
33,5.9926987
34,3.4043987
35,2.5432827
36,4.624272
37,2.929161
38,3.6564705
39,4.07881
40,2.4856904
41,7.2613497
42,3.028174
43,4.8221245
44,4.3430815
45,4.273583
46,2.0229168
47,2.0473483
48,6.2658234
49,3.9966743
50,2.384238
51,4.7602496
52,2.1202211
53,6.492248
54,4.9061685
55,3.976247
56,4.8584156
57,3.4294927
58,2.5282607
59,5.482186
60,7.371931
61,1.6082606
62,2.8623352
63,3.426388
64,4.949263
65,2.416831
66,3.021009
67,1.7048035
68,4.176398
69,6.528212
70,12.243711
71,4.084077
72,10.489288
73,7.806578
74,6.832128
75,2.263751
76,3.6933553
77,7.621261
78,4.4351034
79,6.7667437
80,3.1776896
81,6.55507
82,8.004331
83,2.7935295
84,3.1107996
85,5.974261
86,4.250308
87,5.0500293
88,3.8658965
89,3.2759767
90,3.771915
91,2.6513205
92,5.5029635
93,5.5305386
94,9.409906
95,6.3023267
96,3.6815734
97,7.1801
98,3.6898203
99,5.917926
100,4.089753
101,4.463563
102,5.5527225
103,8.708807
104,4.9230185
105,7.8602858
106,6.7525864
107,6.725142
108,8.226927
109,2.6850858
110,6.0192995
111,4.6786146
112,2.1392865
113,3.3434682
114,6.0372286
115,3.624739
116,7.0383325
117,5.8675537
118,6.0734777
119,7.298557
120,10.419775
121,2.8195925
122,8.649718
123,4.1499
124,12.784201
125,14.68063
126,3.9306538
127,7.5102
128,6.385229
129,4.6607127
130,8.788372
131,3.5193186
132,11.122831
133,4.701517
134,5.5937476
135,4.536445
136,6.657149
137,3.0776718
138,5.4538608
139,4.938843
140,5.7008924
141,6.648783
142,5.255065
143,3.5925791
144,9.638504
145,3.0062544
146,5.4715233
147,4.643174
148,10.887376
149,9.182276
150,5.599757
151,5.9451356
152,4.6071978
153,10.1014
154,4.5968857
155,11.5504
156,5.5665264
157,11.525978
158,8.579237
159,13.0637245
160,11.943473
161,5.2453895
162,14.534124
163,6.962676
164,6.578862
165,7.25962
166,8.614339
167,2.1989183
168,12.3419695
169,6.46484
170,6.097191
171,9.263467
172,9.686413
173,13.901865
174,2.4241238
175,4.1226873
176,4.7756243
177,6.62379
178,2.573744
179,5.854865
180,7.597016
181,9.327413
182,8.932153
183,3.5284023
184,11.531568
185,9.798622
186,7.9160113
187,13.194482
188,7.9600143
189,4.683486
190,10.76925
191,14.993423
192,5.704183
193,14.639774
194,13.602321
195,5.064724
196,7.561076
197,3.9110487
198,12.776207
199,20.40232
200,12.173342
201,6.9538927
202,19.309603
203,15.433055
204,7.727748
205,6.5490637
206,9.5208435
207,7.933344
208,5.7677755
209,18.820356
210,9.743216
211,17.131021
212,8.731787
213,4.986369
214,6.2094955
215,7.8832397
216,10.496567
217,19.017515
218,7.270191
219,2.2761629
220,7.9950547
221,5.961644
222,14.857309
223,5.5248017
224,14.051884
225,10.6938095
226,6.691286
227,19.841074
228,6.7466984
229,8.363938
230,5.264768
231,12.797567
232,7.2593336
233,8.994146
234,9.543265
235,7.6232004
236,12.76963
237,10.181637
238,7.5196257
239,9.606899
240,3.9673774
241,9.548476
242,11.092913
243,7.1195536
244,14.996192
245,8.14938
246,8.374992
247,4.45434
248,14.750629
249,15.409963
250,6.33898
251,16.891602
252,3.6934228
253,14.905952
254,11.516993
255,19.376741
256,16.973896
257,11.293367
258,15.066818
259,10.607453
260,12.958831
261,13.121021
262,6.6030645
263,8.325415
264,18.786348
265,10.438026
266,6.351135
267,17.17249
268,16.079496
269,13.518646
270,15.45061
271,10.805363
272,15.362482
273,6.0475755
274,7.4750657
275,9.244038
276,15.684483
277,6.062841
278,15.682382
279,13.238897
280,13.68052
281,8.563643
282,4.80937
283,9.159473
284,13.697223
285,9.673739
286,18.83502
287,3.954144
288,17.291697
289,8.999054
290,8.224644
291,15.945868
292,8.455841
293,7.240103
294,13.033541
295,12.408798
296,12.729553
297,4.4081116
298,7.682921
299,12.571737
300,10.3352165
301,11.221197
302,11.317478
303,16.16565
304,9.636475
305,3.4012446
306,20.670887
307,18.341177
308,12.36229
309,8.160541
310,12.768458
311,16.849653
312,13.885494
313,7.022584
314,22.411457
315,18.239529
316,9.756201
317,16.25713
318,18.595003
319,12.068272
320,9.17231
321,14.857443
322,6.9869766
323,16.56123
324,6.902593
325,8.528421
326,24.723846
327,9.734691
328,16.072739
329,14.260769
330,11.087608
331,13.907979
332,18.563114
333,7.9437246
334,23.406467
335,7.901278
336,19.831192
337,17.334122
338,11.434282
339,10.073408
340,26.392374
341,15.207214
342,17.4934
343,13.131659
344,10.396708
345,19.21302
346,14.7827635
347,6.0709743
348,12.137765
349,8.408489
350,19.008202
351,5.780463
352,22.082989
353,7.691421
354,15.2536125
355,13.141468
356,14.774439
357,16.680658
358,15.961348
359,10.9912815
360,12.544205
361,12.52412
362,6.009499
363,11.205915
364,5.658519
365,12.422761
366,6.288349
367,19.063013
368,7.4173136
369,10.941843
370,5.16102
371,9.694426
372,12.1883135
373,8.129627
374,9.563462
375,18.055079
376,4.54613
377,10.368354
378,9.748367
379,16.568356
380,15.16137
381,24.896317
382,9.703798
383,23.041845
384,6.492174
385,6.5184793
386,9.889334
387,13.844355
388,18.27803
389,18.35073
390,10.983406
391,21.233543
392,23.40447
393,15.779899
394,27.53246
395,22.607185
396,24.500025
397,21.111483
398,11.117996
399,5.7606344
400,12.410032
401,6.6494856
402,18.57567
403,14.639208
404,11.9295635
405,12.651315
406,21.40987
407,14.577199
408,13.638553
409,18.561821
410,13.6875105
411,13.233383
412,21.971035
413,23.315493
414,14.540328
415,15.442951
416,21.532688
417,17.454473
418,19.696949
419,14.8423605
420,10.055752
421,18.025286
422,15.365778
423,21.717838
424,9.156928
425,19.084732
426,10.591772
427,23.993843
428,6.531319
429,12.85755
430,14.057847
431,19.508587
432,15.808281
433,13.382996
434,9.851008
435,5.5129156
436,23.32249
437,14.011738
438,9.789988
439,8.8702965
440,13.785658
441,16.681383
442,19.718914
443,10.01001
444,11.774057
445,8.695355
446,15.367197
447,22.259079
448,16.577438
449,6.9198236
450,18.470442
451,15.493357
452,15.312971
453,18.61705
454,10.00484
455,5.9918623
456,18.461992
457,29.880276
458,14.251697
459,11.798638
460,5.120368
461,14.900789
462,8.3636055
463,15.662237
464,9.374485
465,7.314086
466,8.631716
467,18.701588
468,21.01582
469,13.1072855
470,3.973318
471,11.314295
472,13.065086
473,15.188715
474,16.244541
475,23.198822
476,12.904606
477,13.418758
478,17.003786
479,17.036924
480,5.2316484
481,16.33052
482,15.660438
483,8.50433
484,10.923073
485,12.083147
486,11.116584
487,12.71045
488,17.137398
489,16.341324
490,13.605484
491,10.76724
492,5.601154
493,14.724955
494,13.042034
495,12.605441
496,14.776419
497,9.447396
498,8.111054
499,16.071394
500,12.581373
501,9.89834
502,14.207439
503,16.101788
504,7.379341
505,31.055891
506,21.41264
507,5.710799
508,21.501106
509,6.7773027
510,21.859943
511,17.389278
512,12.773733
513,29.344732
514,13.416079
515,6.0724134
516,14.394646
517,22.548054
518,9.95976
519,16.160652
520,8.88962
521,13.039206
522,12.560828
523,17.463648
524,11.45225
525,23.439882
526,20.615562
527,17.942856
528,26.995226
529,17.108414
530,26.830091
531,10.331912
532,24.072357
533,8.496471
534,4.9333754
535,22.399324
536,20.885586
537,10.730162
538,4.4848986
539,2.9271224
540,17.327974
541,8.528324
542,29.887123
543,15.654963
544,11.252672
545,20.060678
546,11.44208
547,21.639648
548,11.9229965
549,13.027099
550,16.932644
551,14.620714
552,13.424581
553,11.433649
554,7.3282666
555,7.4741173
556,15.229853
557,13.394449
558,17.768875
559,23.74791
560,10.039022
561,12.477296
562,13.442396
563,7.760163
564,14.634112
565,4.418193
566,20.317371
567,13.905605
568,17.680124
569,3.2688832
570,16.13049
571,16.01677
572,7.8973484
573,17.089136
574,15.354407
575,16.867603
576,20.60204
577,6.753413
578,10.548851
579,20.719727
580,17.933453
581,15.160276
582,21.064526
583,17.731106
584,12.2001705
585,21.095934
586,12.638029
587,16.269053
588,17.464254
589,16.34071
590,6.3740673
591,18.472862
592,13.374924
593,9.929007
594,17.110664
595,14.484862
596,20.404808
597,12.201925
598,16.970972
599,10.462328
600,6.866895
601,9.00599
602,8.485697
603,8.072728
604,12.668755
605,9.023365
606,16.338087
607,13.660271
608,10.631866
609,9.690302
610,11.538743
611,5.012254
612,21.092367
613,11.354042
614,17.680986
