"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点02RH Monitor: Sum of RH","点04RH Monitor: Sum of RH","点06RH Monitor: Sum of RH","点09RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点20RH Monitor: Sum of RH"
330,42.5354027512156,40.3064667070553,40.30645657517,40.3064533895287,0,1,1,1,41.9663916380107,41.9682357839675,41.9699037115928,40.6781476588658,41.2360484118089,41.6160522831201,41.2573888677778,40.9627290484677,40.804322143232,41.5322523132709,41.7363939766638,42.1877588336732
360,41.9726577170895,40.3064680353253,40.3064517374132,40.3064539610553,0,1,1,1,41.5577891106133,41.7904512544904,41.6355094786217,40.5313520210496,40.9159479083743,41.2624782709877,41.2400170883276,40.9741765926649,40.8958643381399,41.3732681907335,41.7643730787121,41.9375450466826
390,41.5796442664044,40.3064646796955,40.3064487114249,40.306454901681,0,1,1,1,41.2988593051663,41.6626803117596,41.4664064522196,40.5184589282573,40.7748781790809,41.0577471972253,41.3018347988502,40.9734813246246,40.7931070845952,41.0789188729125,41.5794123823038,41.9244855749065
420,41.299127936345,40.3064500467287,40.3064439964941,40.3064389463836,0,1,1,1,41.1012758901081,41.3421825543623,41.2823192656418,40.5078789100008,40.8675809153999,40.9530913270603,41.207391664153,40.8452735070627,40.619648719192,40.8073776192646,41.3791241818932,41.8249069160385
450,41.140787657577,40.306442829557,40.3064383186552,40.3064307691752,0,1,1,1,40.9901325443415,41.0616631856532,41.0898368402918,40.4782718146657,40.8748559095182,40.892068133861,40.9939904668959,40.6743769564062,40.5317780953658,40.7265295768991,41.1548069775656,41.6420258889895
480,41.1013820270718,40.3064202518619,40.3064249201581,40.3064161400008,0,0,0,0,41.0344158923197,41.2723096389544,41.0371436565995,40.8584725043424,41.3037816144796,41.128257051137,41.3693967221942,41.0775592035894,40.887302011084,41.0545331482169,41.2822824298333,41.5364204718638
510,45.3940760332196,40.3064753005756,40.3064395129325,40.3064478374117,1,1,1,1,40.5779168934055,41.8963845799259,42.1318110723423,44.2412630625045,45.2100220529534,44.3577805967253,41.978436392346,41.5174012732331,43.0509076731045,42.6146214709725,42.2610758600149,41.8891426662287
540,42.8869021771228,40.3064489599883,40.3065037671074,40.3064800527402,0,1,1,1,41.3520009316032,41.9911677863355,43.0035039823834,41.3888422663454,43.9473142823894,44.1574306713106,41.8444151676424,41.7945061394961,41.9472140083015,41.0701835447196,42.1880736080662,42.0333238158205
570,42.6546597094753,40.3064451205369,40.306452070978,40.3064338295064,0,1,1,1,41.686822279066,41.8776956828638,43.3989193526964,40.6265010253972,42.0775563089249,43.5369434581836,41.7268002811647,41.5887409576808,41.0694371159636,40.7407138591561,41.910974405959,42.206905771747
600,41.5440730457791,40.3064656779799,40.3064589522174,40.3064471448926,0,1,1,1,41.4978053037459,41.8005961235165,43.0958579462092,40.6998214137983,41.1988242630907,42.5524592397058,41.5382810663838,41.3057881211762,41.1078760776667,40.7215452766316,41.4964216087165,42.4637384038612
