"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点10RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点14RH Monitor: Sum of RH","点15RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点19RH Monitor: Sum of RH","点1RH Monitor: Sum of RH","点20RH Monitor: Sum of RH","点21RH Monitor: Sum of RH","点2RH Monitor: Sum of RH","点3RH Monitor: Sum of RH","点4RH Monitor: Sum of RH","点5RH Monitor: Sum of RH","点6RH Monitor: Sum of RH","点7RH Monitor: Sum of RH","点8RH Monitor: Sum of RH","点9RH Monitor: Sum of RH"
330,42.4537077342632,40.3064655881023,40.3064561956014,40.3064536284191,0,1,1,1,41.9153200690567,41.8749960247506,41.896596767987,41.0361064614471,40.939041651205,40.7833999592026,40.7560760695944,40.561221991706,40.3143240821636,41.5141103757626,41.4264348456952,41.6825940082853,42.2828889425059,40.3179422560883,42.0978681147718,43.6360264863561,40.6505012349071,40.8411527638242,41.1268153936055,41.4824870767538,41.5177405225292,41.2913397560559,41.4143759450686,41.2193289333467
360,41.9269366098061,40.3064690180374,40.3064526927867,40.3064562897813,0,1,1,1,41.4962203655757,41.7414949205372,41.5741764442283,41.0985960182063,40.9479250499817,40.8703333697944,40.8679876890183,40.4997935409805,40.3141798286508,41.3640086374225,41.4387311823642,41.7231983293181,42.2604866485306,40.3138328029028,41.8937374046816,42.2275660062767,40.5212321406998,40.6295266063779,40.8513195323261,41.0795542678408,41.188301547761,41.0530584169604,41.2405771724043,41.2118379523614
390,41.5512362276199,40.3064650251644,40.3064489680201,40.306455918799,0,1,1,1,41.2648448275121,41.6147409095463,41.3914213880445,41.1556100610785,40.9504855815888,40.8021824845653,40.7689248665491,40.4774650232457,40.3136319415822,41.0521966733848,41.1943397966569,41.5004600362796,42.100712397759,40.3132877117666,41.8844010597239,41.5989309135075,40.5125624696237,40.6262219986175,40.7553529179124,40.886976243765,41.0112362823445,41.0236813862087,41.152686040191,41.28684673746
420,41.2923095084051,40.3064503717614,40.3064438286551,40.3064388793182,0,1,1,1,41.077807767147,41.2863105702036,41.2151861049187,41.013101053813,40.8304697492354,40.6540016775922,40.6079424830914,40.4830721617107,40.3121659593052,40.8025514026679,40.9132462521974,41.2894583759716,41.8814188303641,40.3115684139274,41.787340196193,41.3889314647363,40.4957993998268,40.6593455715534,40.8424841751933,40.8676462532527,40.9220489147015,40.9733523322177,41.0285876380406,41.1837206753914
450,41.1424990888454,40.3064421939752,40.3064375064343,40.3064303382725,0,1,1,1,40.9594727804648,41.0335894133136,41.0363472655852,40.8448267207278,40.6723934480039,40.546619547441,40.5234757596461,40.4758798488491,40.3106545140227,40.7306059933591,40.7991221585166,41.0941169033445,41.6583274525254,40.3107777522008,41.6216022180086,41.2593027733272,40.4614848254727,40.6133342217007,40.8424785246782,40.8553385825702,40.8646876748904,40.90188961763,40.8748270479394,40.9646419626842
480,41.04534043162,40.3064360310767,40.3064373560357,40.3064315077931,0,1,1,1,40.8830455950337,40.8872863719939,40.8855665043754,40.6681778973522,40.5514130879518,40.4884005878133,40.4789294898691,40.4505823275562,40.3099348140474,40.6671769005715,40.7254942962647,40.9728443606841,41.4528086612979,40.3099804307212,41.4219968133136,41.1395699705044,40.4418658920158,40.5569685135788,40.7835492721302,40.8556312020045,40.8128732445865,40.8321190769783,40.7631367711818,40.7793784540642
510,40.9290333919389,40.3064311458706,40.306434619469,40.3064302907373,0,1,1,1,40.8019126902352,40.7876468613652,40.7720846799185,40.5440451810402,40.483480975595,40.4531797239367,40.4475121899702,40.4235750807775,40.3093685867599,40.5927118288403,40.6433087515217,40.8557051504846,41.2765292557104,40.3096208416394,41.225171284047,41.0174372758889,40.4339715696301,40.4990726942242,40.6259989468314,40.708148758782,40.7025424861161,40.7332860314908,40.6776999754279,40.640831698489
540,40.793788966788,40.3064290035998,40.3064330039596,40.3064322992788,0,1,1,1,40.7285850247987,40.710662831893,40.683070433301,40.4771216538444,40.4456648913566,40.4273359822381,40.4210916506418,40.4013671676068,40.308774719922,40.546965442791,40.5851843506255,40.7558971656082,41.0724336462092,40.3091877019566,41.0616980791326,40.8941390104547,40.4229705552733,40.4790630502895,40.5493193198727,40.6024516389657,40.6150054350877,40.6439727268694,40.5628626856345,40.5260517947824
570,40.6816428980224,40.306433335314,40.3064365670638,40.3064379285954,0,1,1,1,40.6631102614514,40.629235891301,40.6204498619755,40.4456447881949,40.4273047652711,40.4114723155669,40.4051706094238,40.3896994552383,40.30829049347,40.5184561429337,40.5479165152028,40.6829012079819,40.9044362935837,40.3087466005744,40.9303914509232,40.7995759017132,40.4070292148513,40.462514092742,40.5136947010896,40.5546185596236,40.5664322077132,40.5894529470692,40.4876640759123,40.4685962042514
600,40.6007414665757,40.3064299761434,40.30643319943,40.3064345066267,0,1,1,1,40.6102447364224,40.5772374810945,40.572452130268,40.4352701830742,40.4197036994886,40.4042795514032,40.3976161843035,40.3764568078872,40.3080932092795,40.4830982718527,40.5161531611878,40.6331716112666,40.7849287335856,40.308396273633,40.8267922350903,40.7357032246414,40.3915249423523,40.4428376332257,40.4880209112613,40.524263023592,40.5318556452124,40.5509700373213,40.460219337906,40.4507682001818
630,40.5442150109519,40.3064331451915,40.3064339905518,40.3064389970245,0,1,1,1,40.5600618081561,40.5455905740169,40.5302694375929,40.4311495070467,40.4159992973471,40.4006771483342,40.3933804961358,40.3647111657994,40.3080600157772,40.4354807835157,40.4713390600436,40.585129644439,40.7102224057653,40.3082538919757,40.7430044937679,40.6825429800177,40.3773373644723,40.4210747161936,40.4608381472879,40.4934779715762,40.49934393448,40.5166515208333,40.4531358376308,40.4455309332352
