"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点10RH Monitor: Sum of RH","点11RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点13RH Monitor: Sum of RH","点14RH Monitor: Sum of RH","点15RH Monitor: Sum of RH","点16RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点18RH Monitor: Sum of RH","点19RH Monitor: Sum of RH","点1RH Monitor: Sum of RH","点20RH Monitor: Sum of RH","点21RH Monitor: Sum of RH","点2RH Monitor: Sum of RH","点3RH Monitor: Sum of RH","点4RH Monitor: Sum of RH","点5RH Monitor: Sum of RH","点6RH Monitor: Sum of RH","点7RH Monitor: Sum of RH","点8RH Monitor: Sum of RH","点9RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826629984,49.9690826629983,49.9690826629982,49.969082666521,50.0226872557687,50.1922818353654,49.9690826665147,49.9690826629964,49.9690826629956,49.9690826629962,50.1922761166002,49.9690826629969,49.9690826629976,49.9690826664523,49.9690826629989,49.9690826629988,49.9690826629986,49.9690826629985,49.9690826629985,49.9690826629992,49.9690826629985
60,49.9121621778845,40.3064475352537,40.3064384473706,40.3064396553994,0,2,2,2,40.8582032803933,40.8544248485052,40.8641109334141,49.3298910326214,49.9406388123915,49.9688504350161,48.1467525365593,40.3404074645431,40.310864043347,43.6845044475012,45.5047256023029,48.4653679526885,46.1966887183178,40.3108894212873,44.3489423889122,45.7116173117567,43.97754086958,48.5075878761189,49.7109188590872,49.9458314868656,49.9658123189587,49.969069574336,46.0434057597175,45.7053563508047
90,47.617447718725,40.3064818912995,40.3064788704509,40.3064648876035,0,2,2,2,42.3612011322803,47.15764376553,47.7477201352046,48.7121548486885,47.0691492622643,43.6019694694503,41.3504673960521,43.627023843772,40.3925064966867,41.3776155427215,42.0071654587607,43.4941715508442,45.3575101692885,40.3396810089978,45.3990291513415,47.217194867725,40.6328607743657,41.4989076960319,43.8594440936292,46.8555275565656,48.2570566863255,49.8386142417408,46.3607512567952,44.679825734645
120,43.4873545745764,40.3064314921851,40.3064700948265,40.3064584851205,0,2,2,2,43.0012257401467,45.6742619583928,46.972984885043,43.2356376784338,42.420740511218,41.9204132850834,41.8688618449289,41.8857685929359,40.3154946368687,41.6034485554612,41.6039088332167,41.7026827929133,45.5159812995593,40.3197751378596,45.4402346059339,46.4113015857492,40.7105919185686,40.8578361705765,41.0386289353033,41.6735450260024,42.5674428508212,47.7526712475954,45.4619530000697,43.9825799770181
150,42.3539842065785,40.3065274890732,40.3065001287866,40.3065312406384,0,2,2,2,44.0398582392124,43.4392754118901,42.726669447752,41.9275493005395,41.9168849976556,41.8693912031201,41.7893234336281,40.8062410422351,40.3246255649374,41.3034809247991,41.4620248750849,41.6521004184051,45.2015059751528,40.333905683122,45.3107939606311,44.5721913547111,41.0947213986225,41.1509544251715,41.229327475327,41.2670487248016,41.3215144758933,41.9739790564095,44.0668556539025,42.0555999388229
180,42.066807987369,40.3065225911076,40.3064916502155,40.3064692547034,0,2,2,2,42.1714540290836,41.7871292795737,42.0505220789824,41.55834508676,41.5847702662469,41.6240820346891,41.2713862245676,40.7566121914044,40.3167800456365,41.2248613650843,41.7542647242873,42.1572533349523,42.7318465161541,40.3167464265605,44.4268774793706,43.7913527384599,40.834964191207,41.0689232497096,41.1647350913632,41.1839916944425,41.1932853634238,41.2198653061032,41.5175424927515,41.5432633084017
210,41.9421651936064,40.3065087264513,40.3065235581985,40.3064738906342,0,2,2,2,41.5264975588367,41.4210398956152,41.4322070469817,41.3724347983074,41.2645329614977,40.9880004852221,40.6763934312166,40.6013133960632,40.3140454936862,40.8922152580475,41.2264823632549,41.8826849691775,42.2878515712096,40.3153290572024,43.9348971048465,43.4897459884527,40.5980414926334,40.883135006712,41.0886220040273,41.1369612465166,41.147494852275,41.1575379368308,41.2275058142826,41.4689183494128
240,41.6602116873009,40.3065433258814,40.3065317502052,40.3065590293355,0,2,2,2,41.3370510222192,41.2008922839482,41.1632064086005,40.8850115927626,40.6847306546403,40.5322253061302,40.5084888134753,40.4973843242923,40.3125779722393,40.6044381112602,40.6850980432317,41.2816075077818,42.0151470032944,40.3150008049045,42.2070253621532,43.2996885055008,40.5598383670607,40.681717368745,40.8955917353108,40.9615576890411,40.9785943767924,40.9959199139599,41.0112424230048,41.1539840401632
270,41.2651800114183,40.3065343393997,40.306487140391,40.3065340293877,0,2,2,2,40.8917494683213,41.229020177194,40.9408998355534,40.5258841582976,40.4899672491736,40.4556706297486,40.4278308318361,40.4163145181691,40.3135808744283,40.5964471581636,40.6040653666201,40.9129988570756,41.3790092081043,40.3115376123074,41.2059448095366,42.418281552575,40.4978470087491,40.5456488928441,40.5674631181129,40.6524757052208,40.7320596632587,40.7403571417894,40.7759981622668,40.6346860995238
300,40.8894579151844,40.3065416449994,40.3065048958742,40.3065156808963,0,2,2,2,40.697717475944,41.0432803821838,40.724587500734,40.5317944605613,40.5129454837809,40.5010977679792,40.5005114459391,40.3877024436528,40.3110446404018,40.6462223242391,40.6159584909898,40.7749552470876,41.0395713611006,40.3103593409137,40.894480729325,41.310089825727,40.4146460976665,40.4759163742973,40.5262865901319,40.5830080482873,40.6160254522048,40.6183899432422,40.6024506452354,40.5746272353454
330,40.6820545951932,40.3065352875653,40.3064959719613,40.3065140864753,0,2,2,2,40.6160690739439,40.8318810362307,40.6063625913331,40.5528586201427,40.5018082518326,40.4749149994601,40.4656255451338,40.3588799113973,40.3112728289698,40.6054223856171,40.598492449318,40.7032865656958,40.903523014733,40.3104076679322,40.7670169493254,40.8110896969431,40.3768078235533,40.4011139168606,40.4466113886773,40.4890309528917,40.5219599788488,40.5242161644637,40.5851350409267,40.5806738582739
