"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点03RH Monitor: Sum of RH","点05RH Monitor: Sum of RH","点10RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点19RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826629989,49.9690826629986,49.9690826629984,49.9690826629982,49.9690826629964,49.9690826629962
60,49.9690717436234,40.3064367803522,40.3064384299617,40.3064512025857,0,1,2,3,41.3981380299963,40.853047590673,40.6723189041971,49.9684789328962,49.9690717826544,49.9690213185644,49.5877039443348,45.8229513483654,44.9283209012184
90,49.1031890295642,40.3067984749877,40.3064758169143,40.305937228114,0,1,2,3,43.8122234260435,47.9698368511948,45.6590010542547,44.4721265843734,49.0644265888339,47.0394672423117,41.7155147023498,42.0382057100584,44.2632406687459
120,45.4432444104874,40.3064216605389,40.3064721911308,40.306361430094,0,1,2,3,45.1475440861695,45.564892952852,45.0676418586181,41.3265807291822,43.3208251781768,42.849765022554,42.4508836407484,41.6779750096852,44.6528732955273
150,43.8843516420413,40.3064132039884,40.3065307338539,40.3068600115182,0,1,2,3,43.8845311367703,42.6530877407025,44.8875471380446,41.027826795688,41.3108213089746,42.0404310360357,41.7437008230526,41.7628789317937,42.2193308602067
180,42.9690505486028,40.3065100798019,40.3065141997082,40.3064439461636,0,1,2,3,42.1569716115354,42.1235101294467,42.7672895016641,40.9548222167815,41.1121622590258,42.1402851675256,41.9157326214133,41.6730682551429,42.3578866879889
210,42.3668027233272,40.3064932563795,40.3065403666468,40.3066757919354,0,1,2,3,41.946979146863,42.011764729115,42.0988301391429,41.1336052609224,41.2740256664235,41.437441240024,41.1143066583732,41.1185839731219,42.2968226163356
240,41.7917757357125,40.3064662023047,40.3065540316382,40.3068840952876,0,1,2,3,41.6251120240737,41.5462257267561,41.8388768996779,41.3832469631832,41.4257626854023,41.1360176182934,40.6884003630663,40.8466882974329,41.7041178583438
270,41.3781689500235,40.3064899684249,40.3065370203699,40.3067242569607,0,1,2,3,41.2508207736486,41.4161087382969,41.4087774566553,41.3055735063734,41.2644412390458,40.6359101833447,40.5522651527359,40.8478977897456,41.3115079862853
300,41.1232327437051,40.3065974654895,40.3065921235181,40.3068672629481,0,1,2,3,41.1622261416282,41.05756920858,41.1993179989364,41.0578148745176,41.0938662707889,40.5974047032497,40.5354133398449,40.7773994355072,41.0875873912998
330,41.0205895672554,40.3065429398036,40.3065456139829,40.3067460011317,0,1,2,2,41.0410478185187,40.8583964229389,41.0758869186678,40.9468728754493,40.9805743961107,40.6735064778596,40.5420451557865,40.609505797181,40.898418448431
360,40.886296559775,40.3065395083281,40.3064873151524,40.3067349922611,0,1,2,2,40.8336820737223,40.7632037108018,40.9762053729079,40.7869824069091,40.8849312882344,40.5179971298598,40.4596389197673,40.5122982974278,40.7458695018662
390,40.7417211682288,40.3064885398811,40.3064528923641,40.3065886385852,0,1,2,2,40.712336528931,40.7119793561585,40.8659685610658,40.5876532024481,40.7632359345656,40.511345018031,40.4852973096653,40.4557969678854,40.6761538981393
420,40.6061420916847,40.3064121934332,40.3064306560195,40.3065746238847,0,1,2,2,40.6069663027801,40.6088062626018,40.7116513062317,40.4237191257998,40.6396881423854,40.5621597199873,40.4763784971118,40.4291170242758,40.5814385469311
450,40.5433054688105,40.3064817322494,40.3063827371026,40.3066609265993,0,1,0,3,40.5739936698502,40.5331054626389,40.6183041133388,40.3746017406835,40.4836744287034,40.4617330464994,40.4281840872857,40.5107608862049,40.5488842610579
480,40.4921341986436,40.3064861040912,40.3064574954852,40.3065528330559,0,1,0,3,40.4785809018228,40.4387618038877,40.5260741007357,40.3988120155746,40.4142985253181,40.4443620849363,40.3903103088564,40.4578649121882,40.5170008910102
510,40.4342703978334,40.3064297922326,40.3064400610063,40.3066850738097,0,1,0,3,40.4091812662385,40.3958160438572,40.4402823907009,40.4271787119902,40.4174463484866,40.4170685225881,40.3601992611706,40.4263323220471,40.4898129662455
540,40.3971046586767,40.3064927324976,40.3064399590004,40.306668273475,0,1,0,3,40.3759379505036,40.3791973260647,40.3964559712445,40.4014601880359,40.4013015712763,40.3688906672448,40.3550567905589,40.4043030112924,40.4502156097714
570,40.3852752814637,40.3063073974163,40.3065647018908,40.3063854783827,0,1,2,2,40.375804840128,40.3520295560514,40.3821547987134,40.3788868764213,40.3870654034939,40.3796047854741,40.3643913481212,40.3460195442756,40.3963905681338
600,40.3749198020421,40.3070207720995,40.306674344328,40.3071316459152,0,1,2,2,40.3652017996737,40.3686467957186,40.3737658743162,40.3645289265366,40.3761205368266,40.3613640894499,40.3456045509421,40.3255538715223,40.3559782917037
630,40.3584517780722,40.3064632351637,40.3065505181373,40.3065139211377,0,1,2,2,40.3557754649398,40.3595542864444,40.357002007425,40.3387251755365,40.3616764939903,40.3457454664027,40.3295477449589,40.3248216537981,40.3425674777243
