"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点03RH Monitor: Sum of RH","点05RH Monitor: Sum of RH","点10RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点19RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826629989,49.9690826629986,49.9690826629984,49.9690826629982,49.9690826629964,49.9690826629962
60,49.9351804779208,40.3064402405433,40.3064388682273,40.3064407567831,0,2,3,3,40.8583233959452,40.6656577017425,40.6723574173747,48.7642832996399,49.9595983008295,49.4864095843308,49.9687676551632,44.318505046153,44.9147220200203
90,47.6048506108456,40.306848725177,40.3063691589812,40.306325807738,0,2,3,3,42.9175892249999,47.1049485600445,46.7136545849119,41.5188472924167,46.862960641709,47.3629821751848,42.368487189251,41.6375075022023,44.3406287889979
120,43.3090840337922,40.3065588298722,40.3066307407769,40.3065323767783,0,2,3,3,43.7822861585953,44.9530420390957,46.1709961651312,40.8618342274016,41.6042826668777,42.4278975427731,41.8232923138528,41.5087966276487,44.613624545817
150,42.3649116918509,40.3061859093119,40.3066076012052,40.3062907914345,0,0,3,0,43.5705111638128,44.1420998139753,43.6347028835984,42.5343547333831,42.7893315440986,43.0715355081101,43.5076070248868,41.2375842091977,42.5785761333511
180,42.6346814806035,40.3066182544299,40.306495609375,40.3067669780871,0,2,3,3,40.4989181990439,42.3276337029459,40.5170546182806,41.4223954579822,42.7456301687215,41.9853607018391,41.1173229699248,41.9153122676445,42.1341431187977
210,41.7676210973655,40.3060171356758,40.3065077835701,40.3053590687738,0,2,3,3,41.3222634502687,42.0346129150661,42.1660672831216,40.4552156626859,41.1110441931319,40.8769998154677,40.6564689051032,41.3522906008776,41.9988302468677
240,41.2833311766004,40.3063404491662,40.306572792063,40.3064770411952,0,2,3,3,41.3367280347503,41.1971162784824,41.6741634997418,40.5196737683658,40.6043124215975,40.7072932443434,40.6840581331829,40.670670904439,41.5347720535003
270,41.000699129665,40.306594955606,40.3065314908797,40.3068573442636,0,2,3,3,41.1651935178449,40.7271008841233,41.0343034451129,40.440961117612,40.4671060666942,40.6137202360051,40.5837084182545,40.6264435604938,41.0679516312975
300,40.9579877508451,40.3064679835878,40.3065405549553,40.3066594712888,0,2,3,3,40.6143803395756,40.6158545711223,40.6490894316379,40.3800377166706,40.4003786734145,40.5562469436034,40.5223642083656,40.532887070416,40.7674538674737
330,40.8295795461578,40.3065911616072,40.3066607411886,40.3066567352678,0,2,3,3,40.5150774713032,40.5748955906287,40.6122369745736,40.3585618982789,40.3832311737402,40.5285599978521,40.4914387816179,40.447999279095,40.6141294726976
360,40.6759191063454,40.3066522208839,40.3066395322083,40.3068730898735,0,2,3,3,40.5237282900613,40.5288669458321,40.5883428196291,40.4238636810298,40.4379032759897,40.3763048984481,40.359481080149,40.3911946945041,40.5089196284722
390,40.5993171493799,40.3065669716142,40.3065331604437,40.3067677582925,0,2,3,3,40.4535673222681,40.4690514478686,40.4580794439035,40.412481298461,40.4523034590986,40.344867188393,40.338122441291,40.3654280936363,40.4225357037803
420,40.5318228493377,40.3065173170768,40.3065589643184,40.3066646377254,0,2,3,3,40.3984522548452,40.4159826029239,40.4001898869866,40.3723732564356,40.4351391574726,40.3614276316749,40.3492163643074,40.3390991469784,40.3801996791014
450,40.4626891014797,40.3065642009888,40.3065685772831,40.306702650073,0,2,3,3,40.3729347599644,40.3653540451328,40.3798400423215,40.3408664036888,40.4050659642928,40.3546447474579,40.3367440074529,40.3281703532531,40.3576383815267
480,40.4110624641581,40.3065421869315,40.3065631975696,40.306700977042,0,2,3,3,40.3526091289603,40.3384741285898,40.3586316122189,40.3262350060599,40.3683502174299,40.3370013710146,40.3227192127975,40.3197547002629,40.3389803328407
510,40.3663278457693,40.3064906393345,40.3065310017655,40.3066840745059,0,2,3,3,40.3322490175444,40.323392610099,40.3380428627805,40.3193487519357,40.3366007495162,40.3275011837633,40.3152928450037,40.3141146257351,40.3247421847755
540,40.3351990256873,40.3065408714084,40.3065934597619,40.3067531457765,0,2,3,3,40.3216453179971,40.3152119286435,40.3241041784586,40.3116469432644,40.3192044150701,40.3179952660389,40.3110605399847,40.3088307726927,40.3151490836274
570,40.3211945872008,40.30656406448,40.3065976757376,40.3067564105003,0,2,3,3,40.3141349967707,40.3103483273602,40.3158419575419,40.307374440266,40.3123929244536,40.3111775268298,40.3080284307038,40.3069359583748,40.3107783441595
600,40.3137930511888,40.3065326538892,40.3065868390332,40.3067248806791,0,2,3,3,40.3093128947741,40.3068064956489,40.3102705629549,40.3058607845342,40.3089989684786,40.3082258021772,40.3057972222614,40.3042214793496,40.3064043881532
630,40.3087287126387,40.306494808319,40.3065406796773,40.3066877276267,0,2,3,3,40.3062571782544,40.3034660645399,40.3067231851378,40.305068256417,40.3068092799996,40.3056992447067,40.3044321005577,40.3024271936309,40.3031730056139
