"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点03RH Monitor: Sum of RH","点05RH Monitor: Sum of RH","点10RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点19RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826629989,49.9690826629986,49.9690826629984,49.9690826629982,49.9690826629964,49.9690826629962
60,49.9690717436234,40.3064367803522,40.3064384299617,40.3064512025857,0,1,2,3,41.3981380299963,40.853047590673,40.6723189041971,49.9684789328962,49.9690717826544,49.9690213185644,49.5877039443348,45.8229513483654,44.9283209012184
90,47.2973800818115,40.3066507584668,40.3064552313823,40.3059203862063,0,3,1,2,42.2187069672154,47.1034188372804,47.8098043500626,42.2069132165124,46.7559769856559,48.7302557993726,42.7498878685445,43.9014713184414,44.7077423717583
120,43.156740753097,40.3060248905894,40.306416225139,40.3064396540648,0,3,1,2,43.6823554046434,45.913008445457,45.5083703407932,40.769827425068,41.4036889927077,43.4148026587254,42.337344653637,41.880649332375,44.5603494854739
150,42.6360857174589,40.3068094220004,40.3064872658984,40.3067052522983,0,3,1,2,43.9414035052034,43.4568140456688,41.9809811391762,41.100862245433,41.1163864315925,42.8268769718862,42.9025225452407,41.5037111367435,43.5983124457458
180,42.4115583106885,40.306585827131,40.306457740477,40.3062462518822,0,1,2,0,43.2832185285731,42.7929431421537,42.5000967416494,41.9620962991915,41.8874242622325,43.1494923340913,43.2744740072376,40.8180728976345,42.8598614400991
210,41.8456356998522,40.3066737041359,40.3063963661744,40.3067066520492,0,3,1,2,42.9831034684558,42.6286346422424,40.4385436450635,41.1009259640341,41.2180811409568,43.1236389638784,42.2017545904269,41.8853216281661,41.9838883444602
240,41.9115978140856,40.3060335580316,40.3064970312392,40.3061550209374,0,1,2,0,42.3746441897116,42.0475577166692,41.5287555452278,41.4962006948771,41.4868684344818,42.3363007628264,41.7352940657076,40.7953687896926,41.6756687538841
270,41.4354310076479,40.3067557824177,40.3064256741487,40.3068182805014,0,3,1,2,41.8423345273086,41.8912645382999,40.7972103459452,40.6365217849338,40.9670473279229,41.4451604961361,41.1021066487206,41.0612569096475,41.3202533017525
300,41.3909546520719,40.3063956747843,40.3064887320436,40.3061232381026,0,3,3,3,41.2661720404867,41.128829802604,40.9527817073388,40.5670167792086,40.7065901037335,40.615637602978,40.502259269192,40.4517063907962,40.8109168324822
330,41.0399407271109,40.3070377245631,40.3064419622668,40.3065540432616,0,3,3,3,41.0674303984511,40.6313708877851,40.6679026324814,40.4539233950576,40.5906405891744,40.4442947297662,40.4373966883946,40.4680245319297,40.6929479817055
360,40.7267492636402,40.3063612039763,40.3065213773722,40.3063479851184,0,3,3,3,40.5905473768754,40.5381359041756,40.5475743152031,40.369350741019,40.4027524630652,40.4287677414682,40.4243432836842,40.4389215573762,40.5490085630491
390,40.5331304463992,40.3067886272797,40.3065415133445,40.3065572542965,0,3,3,3,40.4958652630738,40.5440503262579,40.4647857178223,40.3388488636486,40.3641134598802,40.3734320040686,40.3392162535368,40.3737481875646,40.4747412253476
420,40.4998628985762,40.3064785919898,40.3064568222184,40.306375803769,0,3,3,3,40.3842758096756,40.4757851289759,40.3959248108604,40.3418712390942,40.3512214842734,40.3706597591695,40.3380874092905,40.3376601311927,40.4108737494482
450,40.4227095602791,40.3066773788882,40.3065548444329,40.3066273460081,0,3,3,3,40.3596671295996,40.4027395179769,40.368443728445,40.3157400501394,40.3266187103455,40.3399143171716,40.3197221774733,40.3276458671958,40.3669842493925
480,40.3708008428034,40.3064752837188,40.3065394480235,40.3063913892692,0,2,3,1,40.3579875313054,40.3715599027343,40.3547606421279,40.3211223342976,40.3357596918877,40.34815464521,40.3355492744698,40.3253055005463,40.3428387818711
510,40.3417352738486,40.3066858853903,40.3064538428707,40.3064111792208,0,3,2,0,40.3369123632932,40.353935703254,40.3340240963946,40.3149891095921,40.3262596374738,40.34063216102,40.3393274062915,40.3248240189251,40.3406401058301
540,40.3264822658821,40.3063649292729,40.3064534548067,40.3063444475182,0,3,2,0,40.3367623981972,40.339060829597,40.3193181801543,40.3151369432215,40.3201991504895,40.3309910893886,40.3280137177082,40.3213814803757,40.3330424215909
570,40.3206648525174,40.3067371283883,40.306414778832,40.3064067276232,0,3,2,0,40.3266959247063,40.3280430401464,40.3140855876653,40.305207472742,40.3114314635081,40.322386697738,40.3183058101876,40.3162404676504,40.3235997746455
600,40.3144497759532,40.3066246259453,40.3064164115544,40.3063345050262,0,3,2,0,40.3190107424514,40.3199914164172,40.3085674777677,40.3052108353872,40.3047449965204,40.3152914210054,40.3118318768407,40.3114440554962,40.3145151824008
630,40.3077563653519,40.3065942904336,40.3064272507282,40.3063501710334,0,3,2,0,40.3149053103414,40.3146868203112,40.304542125362,40.3047095198422,40.3012826222214,40.3098049713668,40.3087040434814,40.3086432880801,40.3095718060541
