"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点03RH Monitor: Sum of RH","点05RH Monitor: Sum of RH","点10RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点19RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826629989,49.9690826629986,49.9690826629984,49.9690826629982,49.9690826629964,49.9690826629962
60,49.9121621768279,40.3064475352538,40.3064384473707,40.3064396553994,0,2,2,2,40.8582032778952,40.8544248455183,40.8641109319589,48.5075878781873,49.9458314869166,49.3298910333603,49.9688504350169,45.5047256044056,46.1966887239849
90,47.6174477253788,40.3064818913045,40.3064788704558,40.3064648876105,0,2,2,2,42.3612011308106,47.157643745867,47.7477201231866,41.4989076959988,46.8555275585911,48.7121548521562,43.6019694684274,42.00716546017,45.3575101731024
120,43.3841628255974,40.3064374130728,40.3064367400006,40.30647796639,0,2,1,3,43.5710873445674,45.1861694630546,46.6215591115486,40.8898628975871,41.6574591744027,42.615427256427,41.546468710318,42.0996166543242,45.3937782135071
150,42.3657464111233,40.3064981344663,40.3064641076367,40.3064793574886,0,2,2,2,43.8076331463017,43.2299064591647,42.4875503248246,41.1245951447476,41.2053816153504,41.7296597532915,41.7220914860609,41.2998560054439,45.1277031583206
180,41.8545501291471,40.3065976053771,40.3064950895453,40.3066003374375,0,2,2,2,42.2584377445708,41.8387305121598,42.0116876922355,41.0937032972475,41.153661404086,41.5469938827525,41.6204850209372,41.3577157805088,43.9926414086378
210,41.8480193214726,40.3064608688816,40.3064867490404,40.306386438758,0,2,2,2,41.5353572458772,41.2689454212472,41.4106669214064,40.9426053949869,41.0997439819502,41.6486404964017,41.3329028058983,40.940652858407,42.1377907095564
240,41.6558064861465,40.3065656823015,40.3065533486639,40.3065480995645,0,2,2,2,41.3354327380271,41.0563174725757,41.1292816215159,40.7131723443625,40.9061920513479,41.4624553905419,40.5952112225576,40.5920965863188,41.7478534343677
270,41.4248745270484,40.3065634782535,40.3065012524855,40.3065816908983,0,2,2,2,40.9802098877641,41.0276673813202,40.9377027276832,40.6206953005468,40.7642706979383,40.6172332006375,40.4686715651407,40.5622183870246,41.1826581837081
300,41.0190035121014,40.3065183588516,40.3064977759054,40.3064942024219,0,2,2,2,40.7676361870746,40.8580011625204,40.7170833683283,40.4644596200775,40.583179849935,40.5800473930479,40.5686159340166,40.5363910008869,40.9008987857865
330,40.7515041665355,40.3065084141437,40.3064902889613,40.3064641087997,0,2,2,2,40.6442837141867,40.7227425033481,40.610418036929,40.4369400261249,40.5269658203562,40.5457286280665,40.5518556576025,40.5356433496785,40.7562846593575
360,40.6214317414599,40.3065277582798,40.306477148175,40.3064536882144,0,2,2,2,40.5330432577555,40.6066280273852,40.560414123369,40.3572240411406,40.4292495778917,40.4743319435978,40.4363732995584,40.4781493147719,40.6781533779117
390,40.5138161365362,40.3064971337556,40.3064652880276,40.306469617995,0,2,2,2,40.4547037458036,40.5084561578909,40.4796199089174,40.3378470504867,40.3663520919724,40.4382819556987,40.3678387285511,40.4399249906243,40.5934665450033
420,40.4409547711417,40.3064813634399,40.3064186897845,40.3065182003153,0,2,1,3,40.3934515874225,40.4080709391908,40.4070596171799,40.3358547914753,40.3578780842439,40.3606929478655,40.3245478524231,40.42059606592,40.5411746375954
450,40.4017493882931,40.3064860347591,40.3064524526805,40.3064109530444,0,2,1,3,40.3630771556705,40.3567089727312,40.361558015126,40.324345671774,40.3417706617376,40.3298113212861,40.3282929974988,40.3773174460915,40.4879016241381
480,40.3679125489849,40.3065132645498,40.3064687944707,40.3066674344218,0,2,1,3,40.3539953282356,40.3362548436701,40.3501012932816,40.3171396357418,40.3218444732281,40.3242347513703,40.3250839101289,40.3403645450805,40.4341119385833
510,40.3461280142299,40.3064811059039,40.3064747115185,40.3065072683866,0,2,1,3,40.3468314424989,40.3257976387192,40.3393508745497,40.3118947080715,40.3155251716715,40.3256302591748,40.3223964844827,40.3248103956204,40.3970178596867
540,40.3301243119879,40.306475298685,40.3064750914199,40.3065582739997,0,2,1,3,40.3309870606754,40.3183199041033,40.331210221357,40.3094954562149,40.3112048634707,40.3173002666582,40.3128172296635,40.317126562725,40.3644021975163
570,40.3212737875825,40.3064710070318,40.3065096536815,40.3064685779252,0,2,2,2,40.3221405423605,40.3204042845632,40.3232818858882,40.3092048212068,40.3107566852721,40.3159894582936,40.3133913413069,40.3110387787688,40.3450880500238
600,40.3154527785891,40.3066551111706,40.3064933523049,40.3067248597737,0,2,2,2,40.3150415500583,40.3202283573423,40.3165586052117,40.3069169821499,40.3090143792113,40.313869753607,40.3108994338568,40.3111493766308,40.3289199368749
630,40.3101610472967,40.3064512076016,40.3064602771879,40.3064475171398,0,2,2,2,40.3102818375582,40.3148239891105,40.3110464241514,40.3058001907156,40.3071941677615,40.3093299836647,40.3077763654918,40.3096277834926,40.317067975817
