"Physical Time: Physical Time (s)","InletDoor Monitor: Surface Average of RH","InletRHa Monitor: Surface Average of RH","InletRHb Monitor: Surface Average of RH","InletRHc Monitor: Surface Average of RH","InletVelDoor Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVela Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelb Monitor: Surface Average of Velocity: Magnitude (m/s)","InletVelc Monitor: Surface Average of Velocity: Magnitude (m/s)","a Monitor: Sum of RH","b Monitor: Sum of RH","c Monitor: Sum of RH","点03RH Monitor: Sum of RH","点05RH Monitor: Sum of RH","点10RH Monitor: Sum of RH","点12RH Monitor: Sum of RH","点17RH Monitor: Sum of RH","点19RH Monitor: Sum of RH"
30,49.9690826629987,50.4754245549692,50.475424554968,50.4754245549682,0,0,0,0,49.9691358058479,49.9691359957205,49.9691358897058,49.9690826629989,49.9690826629986,49.9690826629984,49.9690826629982,49.9690826629964,49.9690826629962
60,49.7787169200386,40.3064532479083,40.3064379739914,40.3064269911846,0,2,1,0,40.8594351631344,41.3791123278731,49.9683836473945,47.6537255146408,49.8170476018787,48.5810719325294,49.9288429438298,47.3037765439255,49.9673888743657
90,47.140483486814,40.3061160339831,40.3064490383733,40.3065540960173,0,2,1,0,42.2923121858523,46.9624018568927,49.7559154239102,41.2723644774873,45.9154326287796,46.2541173218452,49.9134585374441,42.8579491813957,49.7541383736569
120,43.5226343753559,40.3064024177826,40.3064545692797,40.3065105625415,0,2,2,2,42.1947896429086,46.9176171316316,40.8618294471814,40.6745145671096,41.4019639396072,47.5520491193124,46.7139707985956,41.397133207055,44.9690007855591
150,43.2428453957613,40.3064664994608,40.3065370003814,40.3059747103775,0,0,3,2,42.970557101771,46.175694713105,44.7680308290283,42.5039724162118,41.9953514616579,43.7461981566218,41.9030803252451,42.0825797089861,44.9552259517008
180,43.1734296477409,40.3063401979646,40.3064989291115,40.3062996664241,0,0,3,2,43.3264350472519,44.6401498590671,44.0099595630412,42.7141822338598,42.574086139741,41.5520032024547,41.1022818032832,41.7455249232715,42.1048933838491
210,43.1127192946027,40.3063509305218,40.3065569389619,40.3065876451903,0,0,3,2,43.5066946483301,42.1694317543384,42.5529799053983,42.8466529604818,42.8567604122702,41.0807188179843,40.9391662948932,41.3839191584284,41.7639072409845
240,43.1133232880485,40.306423506214,40.3065782139492,40.3064510981914,0,0,3,2,43.1451115141085,41.5562569161265,41.9413630396011,43.0169732325285,42.9527699739254,41.0152404576635,40.6388364866392,41.1651191753561,41.6774476682306
270,43.1382473918262,40.3065205494711,40.3064194978744,40.3064068000003,0,2,1,0,40.5556851326833,41.8437370818761,41.6667067704328,43.0063028683176,43.04103539714,41.9110493997533,41.8354327633943,41.0769053238404,41.6693584724329
300,43.1100306689281,40.305949118485,40.3064638113284,40.3065595958672,0,2,1,3,41.0628503879478,41.3584192870976,40.3384774913931,41.8729655209789,42.9223535622349,41.471191692821,41.237624139601,41.2601125065248,41.3667569362158
330,41.7352833613695,40.3066006331008,40.3064421308951,40.3058242150265,0,2,1,3,41.4213197997287,41.1962641587312,42.3316399467939,40.5045845514069,41.1112160019192,41.1531148032132,40.7867864732128,41.027734518807,41.2982594663688
360,41.1473715273973,40.3066604293019,40.3064519636158,40.3062995566416,0,2,1,3,41.3068236579467,40.9886308980555,41.5649582898761,40.5975094742799,40.6342390326673,40.6071575322512,40.5686967620744,40.7739693026093,41.2019854142315
390,40.8850969746086,40.3064835873754,40.3064686623416,40.3067060347011,0,3,1,2,40.8953690383075,40.6796075977562,40.6567751813358,40.4634444394911,40.4723868014581,40.7217743137683,40.6264168092049,40.5200261112103,41.1014561739479
420,40.7715543140069,40.3064297367206,40.306458246862,40.3064769540178,0,3,1,2,40.6611436557905,40.5254093987051,40.6247579542997,40.4248667159845,40.4886001161853,40.7810463879035,40.6274612970786,40.4706287862825,40.9022471787714
450,40.6104620459168,40.3068038341135,40.3064699060503,40.3063272738757,0,3,1,2,40.59347771634,40.5132991306473,40.5469099923567,40.3709641830933,40.4428839460565,40.6473753222073,40.4854232978907,40.422380804139,40.633651019254
480,40.5642071304763,40.3066847882547,40.3064629040248,40.3064411500046,0,3,1,2,40.5085909297738,40.4792403560887,40.4788774390366,40.3505392800334,40.3714479162208,40.4433750639107,40.3615868232129,40.3960423157536,40.4982886293804
510,40.477883844213,40.3066495284605,40.3064528936622,40.3063899070561,0,3,1,2,40.4308895001933,40.4375370933207,40.4103311009328,40.3320732404699,40.3575232736474,40.3746031159297,40.3594621073048,40.3725842519276,40.4529004196601
540,40.4059078845934,40.3066593207599,40.3064624620964,40.3063959707743,0,3,1,2,40.3797281581411,40.3892311901119,40.3624373984462,40.319415712239,40.3367556764686,40.3628969757351,40.3500550806435,40.3530571527441,40.4121803997685
570,40.3695090575027,40.3065525660312,40.3064901884419,40.3063316517361,0,2,2,1,40.3741092265965,40.3644589099287,40.357348010328,40.3252892994488,40.3317740430954,40.3703898152588,40.3588119690539,40.3332888730696,40.3904795900622
600,40.3459801688066,40.3066837539058,40.3064539568105,40.3065374422195,0,2,2,1,40.3541246496138,40.35653682053,40.3353769121102,40.3210847423729,40.325709997347,40.3706079892235,40.3528556513205,40.3379557952968,40.357154735434
630,40.3322207269832,40.3064246398972,40.3064269814648,40.3063182306965,0,2,2,1,40.3393635901437,40.3485498843642,40.3252154371661,40.3175922632017,40.3197049906219,40.3565478393564,40.3366272815975,40.3305553824463,40.3429196546612
