,CCS,CCS_M,low setting,medium setting,high setting,DQN,PID,PID_M,RH-rainbow
FV,1.35076737908739,1.1741242782329662,0.66552703962585,0.5947975863187118,0.5632104363848127,0.9373249680176305,1.0476800234409744,1.0148244172560592,0.608294470129915
EC,1.1399999999999995,1.0649999999999995,4.514999999999999,8.265,12.014999999999999,1.2399999999999995,1.1899999999999997,1.2149999999999994,2.24
UF,0.577568084143023,0.2129896207870567,0.21314194731291647,0.13564219715108328,0.08947408541790396,0.09108044557480473,0.09847697709481257,0.09186180164451607,0.07091359912092413
R,-6.25178653922659,-5.4235592520483475,-4.6682050116496585,-6.0165891384342025,-7.541113630398325,-4.435740133857116,-4.910115661039941,-4.773376544318932,-3.39954733780684
